1;21090
2;13170
3;29070
5;22000
4;19750
7;29270
6;27990
8;21930
10;16870
11;19290
9;13640
15;12870
12;10590
14;17350
13;32170
17;17670
16;18700
18;22430
20;25120
19;56400
21;17630
22;23370
23;25930
24;28230
26;26740
25;23370
32;11040
27;14370
28;11860
29;10780
30;11300
31;15110
33;29530
34;15640
35;23370
38;15140
37;15260
36;18920
39;22670
40;17010
41;21860
