1;8969
2;5411
3;12888
5;8004
4;7987
7;9867
6;10225
8;9223
10;6043
11;7624
9;6588
15;5097
12;4815
14;6302
13;11978
17;5817
16;6495
18;8278
20;15493
19;43757
21;7357
22;8295
23;9176
24;9796
26;12939
25;10777
32;6285
27;6596
28;4482
29;6237
30;5738
31;8603
33;9533
34;5596
35;8639
38;6427
37;5318
36;7235
39;11340
40;7527
41;11042
