1;12480
2;8290
3;70920
5;14940
4;14100
7;7410
6;22420
8;12000
10;7120
11;10600
9;20880
15;9020
12;7340
14;14040
13;72330
17;9430
16;11380
18;18890
20;40670
19;119790
21;11020
22;8470
23;15570
24;17430
26;29020
25;47260
32;7650
27;10670
28;6320
29;8560
30;5050
31;16450
33;14590
34;6810
35;16040
38;6940
37;7370
36;9060
39;55890
40;9070
41;21640
