TERYT gminy,gmina,powiat,województwo,Liczba osób przypisanych do gminy wg adresu zameldowania na pobyt stały,Liczba osób przypisanych do gminy wg adresu zamieszkania (dopisanych na wniosek)
413024,SĘPÓLNO KRAJEŃSKIE,SĘPOLEŃSKI,KUJAWSKO-POMORSKIE,91,4
413025,SĘPÓLNO KRAJEŃSKIE,SĘPOLEŃSKI,KUJAWSKO-POMORSKIE,53,
413032,SOŚNO,SĘPOLEŃSKI,KUJAWSKO-POMORSKIE,33,
413044,WIĘCBORK,SĘPOLEŃSKI,KUJAWSKO-POMORSKIE,71,3
413045,WIĘCBORK,SĘPOLEŃSKI,KUJAWSKO-POMORSKIE,47,
414012,BUKOWIEC,ŚWIECKI,KUJAWSKO-POMORSKIE,41,1
414022,DRAGACZ,ŚWIECKI,KUJAWSKO-POMORSKIE,64,7
414032,DRZYCIM,ŚWIECKI,KUJAWSKO-POMORSKIE,41,
414042,JEŻEWO,ŚWIECKI,KUJAWSKO-POMORSKIE,59,
414052,LNIANO,ŚWIECKI,KUJAWSKO-POMORSKIE,29,1
414064,NOWE,ŚWIECKI,KUJAWSKO-POMORSKIE,53,
414065,NOWE,ŚWIECKI,KUJAWSKO-POMORSKIE,23,
414072,OSIE,ŚWIECKI,KUJAWSKO-POMORSKIE,38,2
414084,PRUSZCZ,ŚWIECKI,KUJAWSKO-POMORSKIE,21,
414085,PRUSZCZ,ŚWIECKI,KUJAWSKO-POMORSKIE,41,
414094,ŚWIECIE,ŚWIECKI,KUJAWSKO-POMORSKIE,180,2
414095,ŚWIECIE,ŚWIECKI,KUJAWSKO-POMORSKIE,35,
414102,ŚWIEKATOWO,ŚWIECKI,KUJAWSKO-POMORSKIE,22,
414112,WARLUBIE,ŚWIECKI,KUJAWSKO-POMORSKIE,33,
415011,CHEŁMŻA,TORUŃSKI,KUJAWSKO-POMORSKIE,87,
415022,CHEŁMŻA,TORUŃSKI,KUJAWSKO-POMORSKIE,61,4
415032,CZERNIKOWO,TORUŃSKI,KUJAWSKO-POMORSKIE,48,6
415042,LUBICZ,TORUŃSKI,KUJAWSKO-POMORSKIE,134,1
415052,ŁUBIANKA,TORUŃSKI,KUJAWSKO-POMORSKIE,39,2
415062,ŁYSOMICE,TORUŃSKI,KUJAWSKO-POMORSKIE,79,5
415072,OBROWO,TORUŃSKI,KUJAWSKO-POMORSKIE,150,
415082,WIELKA NIESZAWKA,TORUŃSKI,KUJAWSKO-POMORSKIE,65,3
415092,ZŁAWIEŚ WIELKA,TORUŃSKI,KUJAWSKO-POMORSKIE,112,2
416012,CEKCYN,TUCHOLSKI,KUJAWSKO-POMORSKIE,58,4
416022,GOSTYCYN,TUCHOLSKI,KUJAWSKO-POMORSKIE,21,
416032,KĘSOWO,TUCHOLSKI,KUJAWSKO-POMORSKIE,25,1
416042,LUBIEWO,TUCHOLSKI,KUJAWSKO-POMORSKIE,30,1
416052,ŚLIWICE,TUCHOLSKI,KUJAWSKO-POMORSKIE,73,2
416064,TUCHOLA,TUCHOLSKI,KUJAWSKO-POMORSKIE,128,2
416065,TUCHOLA,TUCHOLSKI,KUJAWSKO-POMORSKIE,49,4
417011,WĄBRZEŹNO,WĄBRZESKI,KUJAWSKO-POMORSKIE,104,1
417022,DĘBOWA ŁĄKA,WĄBRZESKI,KUJAWSKO-POMORSKIE,18,
417032,KSIĄŻKI,WĄBRZESKI,KUJAWSKO-POMORSKIE,28,
417042,PŁUŻNICA,WĄBRZESKI,KUJAWSKO-POMORSKIE,26,
417052,RYŃSK,WĄBRZESKI,KUJAWSKO-POMORSKIE,44,
418011,KOWAL,WŁOCŁAWSKI,KUJAWSKO-POMORSKIE,28,1
418022,BARUCHOWO,WŁOCŁAWSKI,KUJAWSKO-POMORSKIE,16,
418032,BONIEWO,WŁOCŁAWSKI,KUJAWSKO-POMORSKIE,16,1
418044,BRZEŚĆ KUJAWSKI,WŁOCŁAWSKI,KUJAWSKO-POMORSKIE,47,
418045,BRZEŚĆ KUJAWSKI,WŁOCŁAWSKI,KUJAWSKO-POMORSKIE,38,1
418052,CHOCEŃ,WŁOCŁAWSKI,KUJAWSKO-POMORSKIE,42,6
418064,CHODECZ,WŁOCŁAWSKI,KUJAWSKO-POMORSKIE,18,
418065,CHODECZ,WŁOCŁAWSKI,KUJAWSKO-POMORSKIE,16,
418072,FABIANKI,WŁOCŁAWSKI,KUJAWSKO-POMORSKIE,84,
418084,IZBICA KUJAWSKA,WŁOCŁAWSKI,KUJAWSKO-POMORSKIE,19,
418085,IZBICA KUJAWSKA,WŁOCŁAWSKI,KUJAWSKO-POMORSKIE,35,
418092,KOWAL,WŁOCŁAWSKI,KUJAWSKO-POMORSKIE,16,
418102,LUBANIE,WŁOCŁAWSKI,KUJAWSKO-POMORSKIE,23,2
418114,LUBIEŃ KUJAWSKI,WŁOCŁAWSKI,KUJAWSKO-POMORSKIE,9,4
418115,LUBIEŃ KUJAWSKI,WŁOCŁAWSKI,KUJAWSKO-POMORSKIE,35,3
418124,LUBRANIEC,WŁOCŁAWSKI,KUJAWSKO-POMORSKIE,46,
418125,LUBRANIEC,WŁOCŁAWSKI,KUJAWSKO-POMORSKIE,36,
418132,WŁOCŁAWEK,WŁOCŁAWSKI,KUJAWSKO-POMORSKIE,61,1
419014,BARCIN,ŻNIŃSKI,KUJAWSKO-POMORSKIE,54,3
419015,BARCIN,ŻNIŃSKI,KUJAWSKO-POMORSKIE,48,1
419022,GĄSAWA,ŻNIŃSKI,KUJAWSKO-POMORSKIE,36,3
419034,JANOWIEC WIELKOPOLSKI,ŻNIŃSKI,KUJAWSKO-POMORSKIE,34,
419035,JANOWIEC WIELKOPOLSKI,ŻNIŃSKI,KUJAWSKO-POMORSKIE,28,
419044,ŁABISZYN,ŻNIŃSKI,KUJAWSKO-POMORSKIE,29,4
419045,ŁABISZYN,ŻNIŃSKI,KUJAWSKO-POMORSKIE,24,
419052,ROGOWO,ŻNIŃSKI,KUJAWSKO-POMORSKIE,30,
419064,ŻNIN,ŻNIŃSKI,KUJAWSKO-POMORSKIE,132,12
419065,ŻNIN,ŻNIŃSKI,KUJAWSKO-POMORSKIE,51,2
461011,BYDGOSZCZ,BYDGOSZCZ,KUJAWSKO-POMORSKIE,2608,50
462011,GRUDZIĄDZ,GRUDZIĄDZ,KUJAWSKO-POMORSKIE,645,29
463011,TORUŃ,TORUŃ,KUJAWSKO-POMORSKIE,1596,56
464011,WŁOCŁAWEK,WŁOCŁAWEK,KUJAWSKO-POMORSKIE,1005,42
601011,MIĘDZYRZEC PODLASKI,BIALSKI,LUBELSKIE,175,3
601021,TERESPOL,BIALSKI,LUBELSKIE,87,3
601032,BIAŁA PODLASKA,BIALSKI,LUBELSKIE,147,12
601042,DRELÓW,BIALSKI,LUBELSKIE,29,
601052,JANÓW PODLASKI,BIALSKI,LUBELSKIE,46,
601062,KODEŃ,BIALSKI,LUBELSKIE,46,5
601072,KONSTANTYNÓW,BIALSKI,LUBELSKIE,36,
601082,LEŚNA PODLASKA,BIALSKI,LUBELSKIE,35,3
601092,ŁOMAZY,BIALSKI,LUBELSKIE,70,11
601102,MIĘDZYRZEC PODLASKI,BIALSKI,LUBELSKIE,53,
601112,PISZCZAC,BIALSKI,LUBELSKIE,72,1
601122,ROKITNO,BIALSKI,LUBELSKIE,32,4
601132,ROSSOSZ,BIALSKI,LUBELSKIE,45,
601142,SŁAWATYCZE,BIALSKI,LUBELSKIE,33,2
601152,SOSNÓWKA,BIALSKI,LUBELSKIE,27,1
601162,TERESPOL,BIALSKI,LUBELSKIE,67,1
601172,TUCZNA,BIALSKI,LUBELSKIE,36,1
601182,WISZNICE,BIALSKI,LUBELSKIE,73,4
601192,ZALESIE,BIALSKI,LUBELSKIE,30,1
602011,BIŁGORAJ,BIŁGORAJSKI,LUBELSKIE,316,10
602022,ALEKSANDRÓW,BIŁGORAJSKI,LUBELSKIE,14,2
602032,BIŁGORAJ,BIŁGORAJSKI,LUBELSKIE,101,
602042,BISZCZA,BIŁGORAJSKI,LUBELSKIE,34,1
602054,FRAMPOL,BIŁGORAJSKI,LUBELSKIE,10,
602055,FRAMPOL,BIŁGORAJSKI,LUBELSKIE,31,
602064,GORAJ,BIŁGORAJSKI,LUBELSKIE,10,
602065,GORAJ,BIŁGORAJSKI,LUBELSKIE,26,
602074,JÓZEFÓW,BIŁGORAJSKI,LUBELSKIE,33,
602075,JÓZEFÓW,BIŁGORAJSKI,LUBELSKIE,30,
602082,KSIĘŻPOL,BIŁGORAJSKI,LUBELSKIE,44,1
602092,ŁUKOWA,BIŁGORAJSKI,LUBELSKIE,46,
602102,OBSZA,BIŁGORAJSKI,LUBELSKIE,37,1
602112,POTOK GÓRNY,BIŁGORAJSKI,LUBELSKIE,34,2
602124,TARNOGRÓD,BIŁGORAJSKI,LUBELSKIE,43,
602125,TARNOGRÓD,BIŁGORAJSKI,LUBELSKIE,20,
602132,TERESZPOL,BIŁGORAJSKI,LUBELSKIE,18,
602142,TUROBIN,BIŁGORAJSKI,LUBELSKIE,49,
603011,REJOWIEC FABRYCZNY,CHEŁMSKI,LUBELSKIE,49,3
603022,BIAŁOPOLE,CHEŁMSKI,LUBELSKIE,26,
603032,CHEŁM,CHEŁMSKI,LUBELSKIE,130,2
603042,DOROHUSK,CHEŁMSKI,LUBELSKIE,54,1
603052,DUBIENKA,CHEŁMSKI,LUBELSKIE,35,2
603062,KAMIEŃ,CHEŁMSKI,LUBELSKIE,29,
603072,LEŚNIOWICE,CHEŁMSKI,LUBELSKIE,25,1
603082,REJOWIEC FABRYCZNY,CHEŁMSKI,LUBELSKIE,29,
603092,RUDA-HUTA,CHEŁMSKI,LUBELSKIE,32,1
603102,SAWIN,CHEŁMSKI,LUBELSKIE,28,1
603114,SIEDLISZCZE,CHEŁMSKI,LUBELSKIE,18,3
603115,SIEDLISZCZE,CHEŁMSKI,LUBELSKIE,37,2
603122,WIERZBICA,CHEŁMSKI,LUBELSKIE,52,2
603132,WOJSŁAWICE,CHEŁMSKI,LUBELSKIE,32,2
603142,ŻMUDŹ,CHEŁMSKI,LUBELSKIE,35,1
603154,REJOWIEC,CHEŁMSKI,LUBELSKIE,17,
603155,REJOWIEC,CHEŁMSKI,LUBELSKIE,27,
604011,HRUBIESZÓW,HRUBIESZOWSKI,LUBELSKIE,224,3
604022,DOŁHOBYCZÓW,HRUBIESZOWSKI,LUBELSKIE,71,3
604032,HORODŁO,HRUBIESZOWSKI,LUBELSKIE,55,4
604042,HRUBIESZÓW,HRUBIESZOWSKI,LUBELSKIE,107,2
604052,MIRCZE,HRUBIESZOWSKI,LUBELSKIE,85,4
604062,TRZESZCZANY,HRUBIESZOWSKI,LUBELSKIE,66,3
604072,UCHANIE,HRUBIESZOWSKI,LUBELSKIE,47,
604082,WERBKOWICE,HRUBIESZOWSKI,LUBELSKIE,134,
605012,BATORZ,JANOWSKI,LUBELSKIE,23,
605022,CHRZANÓW,JANOWSKI,LUBELSKIE,83,
605032,DZWOLA,JANOWSKI,LUBELSKIE,35,
605042,GODZISZÓW,JANOWSKI,LUBELSKIE,31,
605054,JANÓW LUBELSKI,JANOWSKI,LUBELSKIE,120,1
605055,JANÓW LUBELSKI,JANOWSKI,LUBELSKIE,19,
605064,MODLIBORZYCE,JANOWSKI,LUBELSKIE,17,
605065,MODLIBORZYCE,JANOWSKI,LUBELSKIE,22,
605072,POTOK WIELKI,JANOWSKI,LUBELSKIE,40,
606011,KRASNYSTAW,KRASNOSTAWSKI,LUBELSKIE,201,7
606022,FAJSŁAWICE,KRASNOSTAWSKI,LUBELSKIE,43,
606032,GORZKÓW,KRASNOSTAWSKI,LUBELSKIE,19,1
606044,IZBICA,KRASNOSTAWSKI,LUBELSKIE,9,
606045,IZBICA,KRASNOSTAWSKI,LUBELSKIE,47,1
606052,KRASNYSTAW,KRASNOSTAWSKI,LUBELSKIE,61,
606062,KRAŚNICZYN,KRASNOSTAWSKI,LUBELSKIE,31,1
606072,ŁOPIENNIK GÓRNY,KRASNOSTAWSKI,LUBELSKIE,31,1
606092,RUDNIK,KRASNOSTAWSKI,LUBELSKIE,32,2
606102,SIENNICA RÓŻANA,KRASNOSTAWSKI,LUBELSKIE,40,1
606112,ŻÓŁKIEWKA,KRASNOSTAWSKI,LUBELSKIE,54,2
607011,KRAŚNIK,KRAŚNICKI,LUBELSKIE,288,4
607024,ANNOPOL,KRAŚNICKI,LUBELSKIE,25,1
607025,ANNOPOL,KRAŚNICKI,LUBELSKIE,41,1
607032,DZIERZKOWICE,KRAŚNICKI,LUBELSKIE,36,
607042,GOŚCIERADÓW,KRAŚNICKI,LUBELSKIE,47,1
607052,KRAŚNIK,KRAŚNICKI,LUBELSKIE,52,1
607062,SZASTARKA,KRAŚNICKI,LUBELSKIE,37,
607072,TRZYDNIK DUŻY,KRAŚNICKI,LUBELSKIE,48,
607084,URZĘDÓW,KRAŚNICKI,LUBELSKIE,19,
607085,URZĘDÓW,KRAŚNICKI,LUBELSKIE,48,1
607092,WILKOŁAZ,KRAŚNICKI,LUBELSKIE,76,2
607102,ZAKRZÓWEK,KRAŚNICKI,LUBELSKIE,47,
608011,LUBARTÓW,LUBARTOWSKI,LUBELSKIE,208,4
608022,ABRAMÓW,LUBARTOWSKI,LUBELSKIE,27,
608032,FIRLEJ,LUBARTOWSKI,LUBELSKIE,43,3
608042,JEZIORZANY,LUBARTOWSKI,LUBELSKIE,17,
608054,KAMIONKA,LUBARTOWSKI,LUBELSKIE,20,
608055,KAMIONKA,LUBARTOWSKI,LUBELSKIE,25,
608064,KOCK,LUBARTOWSKI,LUBELSKIE,39,1
608065,KOCK,LUBARTOWSKI,LUBELSKIE,22,
608072,LUBARTÓW,LUBARTOWSKI,LUBELSKIE,81,3
608082,MICHÓW,LUBARTOWSKI,LUBELSKIE,47,2
608092,NIEDŹWIADA,LUBARTOWSKI,LUBELSKIE,27,
608104,OSTRÓW LUBELSKI,LUBARTOWSKI,LUBELSKIE,21,
608105,OSTRÓW LUBELSKI,LUBARTOWSKI,LUBELSKIE,14,
608112,OSTRÓWEK,LUBARTOWSKI,LUBELSKIE,22,
608122,SERNIKI,LUBARTOWSKI,LUBELSKIE,23,
608132,UŚCIMÓW,LUBARTOWSKI,LUBELSKIE,32,
609014,BEŁŻYCE,LUBELSKI,LUBELSKIE,73,1
609015,BEŁŻYCE,LUBELSKI,LUBELSKIE,45,
609022,BORZECHÓW,LUBELSKI,LUBELSKIE,23,3
609034,BYCHAWA,LUBELSKI,LUBELSKIE,35,
609035,BYCHAWA,LUBELSKI,LUBELSKIE,27,
609042,GARBÓW,LUBELSKI,LUBELSKIE,56,3
609052,GŁUSK,LUBELSKI,LUBELSKIE,102,7
609062,JABŁONNA,LUBELSKI,LUBELSKIE,44,
609072,JASTKÓW,LUBELSKI,LUBELSKIE,108,4
609082,KONOPNICA,LUBELSKI,LUBELSKIE,128,8
609092,KRZCZONÓW,LUBELSKI,LUBELSKIE,27,5
609102,NIEDRZWICA DUŻA,LUBELSKI,LUBELSKIE,105,1
609112,NIEMCE,LUBELSKI,LUBELSKIE,138,3
609122,STRZYŻEWICE,LUBELSKI,LUBELSKIE,50,9
609132,WOJCIECHÓW,LUBELSKI,LUBELSKIE,53,
609142,WÓLKA,LUBELSKI,LUBELSKIE,98,3
609152,WYSOKIE,LUBELSKI,LUBELSKIE,30,
609162,ZAKRZEW,LUBELSKI,LUBELSKIE,19,3
610012,CYCÓW,ŁĘCZYŃSKI,LUBELSKIE,59,
610022,LUDWIN,ŁĘCZYŃSKI,LUBELSKIE,40,
610034,ŁĘCZNA,ŁĘCZYŃSKI,LUBELSKIE,193,2
610035,ŁĘCZNA,ŁĘCZYŃSKI,LUBELSKIE,32,2
610042,MILEJÓW,ŁĘCZYŃSKI,LUBELSKIE,67,1
610052,PUCHACZÓW,ŁĘCZYŃSKI,LUBELSKIE,44,4
610062,SPICZYN,ŁĘCZYŃSKI,LUBELSKIE,30,1
611011,ŁUKÓW,ŁUKOWSKI,LUBELSKIE,305,16
611021,STOCZEK ŁUKOWSKI,ŁUKOWSKI,LUBELSKIE,42,4
611032,ADAMÓW,ŁUKOWSKI,LUBELSKIE,57,4
611042,KRZYWDA,ŁUKOWSKI,LUBELSKIE,89,
611052,ŁUKÓW,ŁUKOWSKI,LUBELSKIE,123,1
611062,SEROKOMLA,ŁUKOWSKI,LUBELSKIE,37,1
611072,STANIN,ŁUKOWSKI,LUBELSKIE,48,3
611082,STOCZEK ŁUKOWSKI,ŁUKOWSKI,LUBELSKIE,75,
611092,TRZEBIESZÓW,ŁUKOWSKI,LUBELSKIE,58,
611102,WOJCIESZKÓW,ŁUKOWSKI,LUBELSKIE,40,2
611112,WOLA MYSŁOWSKA,ŁUKOWSKI,LUBELSKIE,35,1
612012,CHODEL,OPOLSKI,LUBELSKIE,55,3
612024,JÓZEFÓW NAD WISŁĄ,OPOLSKI,LUBELSKIE,6,
612025,JÓZEFÓW NAD WISŁĄ,OPOLSKI,LUBELSKIE,25,
612032,KARCZMISKA,OPOLSKI,LUBELSKIE,33,
612042,ŁAZISKA,OPOLSKI,LUBELSKIE,35,
612054,OPOLE LUBELSKIE,OPOLSKI,LUBELSKIE,81,4
612055,OPOLE LUBELSKIE,OPOLSKI,LUBELSKIE,71,2
612064,PONIATOWA,OPOLSKI,LUBELSKIE,113,2
612065,PONIATOWA,OPOLSKI,LUBELSKIE,32,1
612072,WILKÓW,OPOLSKI,LUBELSKIE,30,1
613012,DĘBOWA KŁODA,PARCZEWSKI,LUBELSKIE,33,3
613022,JABŁOŃ,PARCZEWSKI,LUBELSKIE,31,2
613032,MILANÓW,PARCZEWSKI,LUBELSKIE,46,
613044,PARCZEW,PARCZEWSKI,LUBELSKIE,139,3
613045,PARCZEW,PARCZEWSKI,LUBELSKIE,34,
613052,PODEDWÓRZE,PARCZEWSKI,LUBELSKIE,28,
613062,SIEMIEŃ,PARCZEWSKI,LUBELSKIE,30,
613072,SOSNOWICA,PARCZEWSKI,LUBELSKIE,32,3
614011,PUŁAWY,PUŁAWSKI,LUBELSKIE,542,9
614022,BARANÓW,PUŁAWSKI,LUBELSKIE,27,4
614032,JANOWIEC,PUŁAWSKI,LUBELSKIE,55,2
614044,KAZIMIERZ DOLNY,PUŁAWSKI,LUBELSKIE,48,4
614045,KAZIMIERZ DOLNY,PUŁAWSKI,LUBELSKIE,26,
614052,KOŃSKOWOLA,PUŁAWSKI,LUBELSKIE,65,1
614062,KURÓW,PUŁAWSKI,LUBELSKIE,60,2
614072,MARKUSZÓW,PUŁAWSKI,LUBELSKIE,23,3
614084,NAŁĘCZÓW,PUŁAWSKI,LUBELSKIE,57,5
614085,NAŁĘCZÓW,PUŁAWSKI,LUBELSKIE,29,3
614092,PUŁAWY,PUŁAWSKI,LUBELSKIE,104,
614102,WĄWOLNICA,PUŁAWSKI,LUBELSKIE,36,3
614112,ŻYRZYN,PUŁAWSKI,LUBELSKIE,49,2
615011,RADZYŃ PODLASKI,RADZYŃSKI,LUBELSKIE,213,6
615022,BORKI,RADZYŃSKI,LUBELSKIE,49,2
615032,CZEMIERNIKI,RADZYŃSKI,LUBELSKIE,31,1
615042,KĄKOLEWNICA,RADZYŃSKI,LUBELSKIE,55,2
615052,KOMARÓWKA PODLASKA,RADZYŃSKI,LUBELSKIE,49,1
615062,RADZYŃ PODLASKI,RADZYŃSKI,LUBELSKIE,65,2
615072,ULAN-MAJORAT,RADZYŃSKI,LUBELSKIE,48,3
615082,WOHYŃ,RADZYŃSKI,LUBELSKIE,61,
616011,DĘBLIN,RYCKI,LUBELSKIE,234,14
616022,KŁOCZEW,RYCKI,LUBELSKIE,52,
616032,NOWODWÓR,RYCKI,LUBELSKIE,38,1
616044,RYKI,RYCKI,LUBELSKIE,126,5
616045,RYKI,RYCKI,LUBELSKIE,78,2
616052,STĘŻYCA,RYCKI,LUBELSKIE,46,
616062,UŁĘŻ,RYCKI,LUBELSKIE,34,1
617011,ŚWIDNIK,ŚWIDNICKI,LUBELSKIE,371,10
617022,MEŁGIEW,ŚWIDNICKI,LUBELSKIE,60,
617034,PIASKI,ŚWIDNICKI,LUBELSKIE,23,1
617035,PIASKI,ŚWIDNICKI,LUBELSKIE,53,2
617042,RYBCZEWICE,ŚWIDNICKI,LUBELSKIE,15,1
617052,TRAWNIKI,ŚWIDNICKI,LUBELSKIE,47,1
618011,TOMASZÓW LUBELSKI,TOMASZOWSKI,LUBELSKIE,257,1
618022,BEŁŻEC,TOMASZOWSKI,LUBELSKIE,22,
618032,JARCZÓW,TOMASZOWSKI,LUBELSKIE,23,
618042,KRYNICE,TOMASZOWSKI,LUBELSKIE,36,
618054,LUBYCZA KRÓLEWSKA,TOMASZOWSKI,LUBELSKIE,31,
618055,LUBYCZA KRÓLEWSKA,TOMASZOWSKI,LUBELSKIE,28,1
618064,ŁASZCZÓW,TOMASZOWSKI,LUBELSKIE,20,
618065,ŁASZCZÓW,TOMASZOWSKI,LUBELSKIE,32,
618072,RACHANIE,TOMASZOWSKI,LUBELSKIE,65,
618082,SUSIEC,TOMASZOWSKI,LUBELSKIE,68,4
618092,TARNAWATKA,TOMASZOWSKI,LUBELSKIE,38,3
618102,TELATYN,TOMASZOWSKI,LUBELSKIE,46,
618112,TOMASZÓW LUBELSKI,TOMASZOWSKI,LUBELSKIE,89,3
618124,TYSZOWCE,TOMASZOWSKI,LUBELSKIE,20,
618125,TYSZOWCE,TOMASZOWSKI,LUBELSKIE,35,
618132,ULHÓWEK,TOMASZOWSKI,LUBELSKIE,54,
619011,WŁODAWA,WŁODAWSKI,LUBELSKIE,233,8
619022,HANNA,WŁODAWSKI,LUBELSKIE,28,4
619032,HAŃSK,WŁODAWSKI,LUBELSKIE,53,1
619042,STARY BRUS,WŁODAWSKI,LUBELSKIE,17,1
619052,URSZULIN,WŁODAWSKI,LUBELSKIE,42,3
619062,WŁODAWA,WŁODAWSKI,LUBELSKIE,88,4
619072,WOLA UHRUSKA,WŁODAWSKI,LUBELSKIE,51,1
619082,WYRYKI,WŁODAWSKI,LUBELSKIE,21,1
620012,ADAMÓW,ZAMOJSKI,LUBELSKIE,40,
620022,GRABOWIEC,ZAMOJSKI,LUBELSKIE,47,2
620032,KOMARÓW-OSADA,ZAMOJSKI,LUBELSKIE,54,8
620044,KRASNOBRÓD,ZAMOJSKI,LUBELSKIE,65,3
620045,KRASNOBRÓD,ZAMOJSKI,LUBELSKIE,29,
620052,ŁABUNIE,ZAMOJSKI,LUBELSKIE,51,4
620062,MIĄCZYN,ZAMOJSKI,LUBELSKIE,36,1
620072,NIELISZ,ZAMOJSKI,LUBELSKIE,49,
620082,RADECZNICA,ZAMOJSKI,LUBELSKIE,41,2
620092,SITNO,ZAMOJSKI,LUBELSKIE,53,
620102,SKIERBIESZÓW,ZAMOJSKI,LUBELSKIE,32,2
620112,STARY ZAMOŚĆ,ZAMOJSKI,LUBELSKIE,68,2
620122,SUŁÓW,ZAMOJSKI,LUBELSKIE,34,1
620134,SZCZEBRZESZYN,ZAMOJSKI,LUBELSKIE,57,2
620135,SZCZEBRZESZYN,ZAMOJSKI,LUBELSKIE,46,
620142,ZAMOŚĆ,ZAMOJSKI,LUBELSKIE,251,6
620154,ZWIERZYNIEC,ZAMOJSKI,LUBELSKIE,48,4
620155,ZWIERZYNIEC,ZAMOJSKI,LUBELSKIE,38,
661011,BIAŁA PODLASKA,BIAŁA PODLASKA,LUBELSKIE,731,22
662011,CHEŁM,CHEŁM,LUBELSKIE,614,12
663011,LUBLIN,LUBLIN,LUBELSKIE,2810,73
664011,ZAMOŚĆ,ZAMOŚĆ,LUBELSKIE,813,23
801011,KOSTRZYN NAD ODRĄ,GORZOWSKI,LUBUSKIE,136,2
801022,BOGDANIEC,GORZOWSKI,LUBUSKIE,44,6
801032,DESZCZNO,GORZOWSKI,LUBUSKIE,94,1
801042,KŁODAWA,GORZOWSKI,LUBUSKIE,119,9
801052,LUBISZYN,GORZOWSKI,LUBUSKIE,43,2
801062,SANTOK,GORZOWSKI,LUBUSKIE,81,1
801074,WITNICA,GORZOWSKI,LUBUSKIE,67,1
801075,WITNICA,GORZOWSKI,LUBUSKIE,61,
802011,GUBIN,KROŚNIEŃSKI,LUBUSKIE,161,6
802022,BOBROWICE,KROŚNIEŃSKI,LUBUSKIE,19,
802032,BYTNICA,KROŚNIEŃSKI,LUBUSKIE,23,3
802042,DĄBIE,KROŚNIEŃSKI,LUBUSKIE,38,1
802052,GUBIN,KROŚNIEŃSKI,LUBUSKIE,40,
802064,KROSNO ODRZAŃSKIE,KROŚNIEŃSKI,LUBUSKIE,111,5
802065,KROSNO ODRZAŃSKIE,KROŚNIEŃSKI,LUBUSKIE,35,4
802072,MASZEWO,KROŚNIEŃSKI,LUBUSKIE,26,1
803012,BLEDZEW,MIĘDZYRZECKI,LUBUSKIE,46,5
803024,MIĘDZYRZECZ,MIĘDZYRZECKI,LUBUSKIE,204,4
803025,MIĘDZYRZECZ,MIĘDZYRZECKI,LUBUSKIE,95,5
803032,PRZYTOCZNA,MIĘDZYRZECKI,LUBUSKIE,49,1
803042,PSZCZEW,MIĘDZYRZECKI,LUBUSKIE,33,3
803054,SKWIERZYNA,MIĘDZYRZECKI,LUBUSKIE,143,4
803055,SKWIERZYNA,MIĘDZYRZECKI,LUBUSKIE,29,2
803064,TRZCIEL,MIĘDZYRZECKI,LUBUSKIE,34,2
803065,TRZCIEL,MIĘDZYRZECKI,LUBUSKIE,45,2
804011,NOWA SÓL,NOWOSOLSKI,LUBUSKIE,293,6
804024,BYTOM ODRZAŃSKI,NOWOSOLSKI,LUBUSKIE,42,1
804025,BYTOM ODRZAŃSKI,NOWOSOLSKI,LUBUSKIE,5,
804032,KOLSKO,NOWOSOLSKI,LUBUSKIE,23,2
804044,KOŻUCHÓW,NOWOSOLSKI,LUBUSKIE,59,1
804045,KOŻUCHÓW,NOWOSOLSKI,LUBUSKIE,30,1
804052,NOWA SÓL,NOWOSOLSKI,LUBUSKIE,40,1
804064,NOWE MIASTECZKO,NOWOSOLSKI,LUBUSKIE,22,
804065,NOWE MIASTECZKO,NOWOSOLSKI,LUBUSKIE,18,1
804074,OTYŃ,NOWOSOLSKI,LUBUSKIE,17,1
804075,OTYŃ,NOWOSOLSKI,LUBUSKIE,32,
804082,SIEDLISKO,NOWOSOLSKI,LUBUSKIE,17,
805014,CYBINKA,SŁUBICKI,LUBUSKIE,32,1
805015,CYBINKA,SŁUBICKI,LUBUSKIE,17,
805022,GÓRZYCA,SŁUBICKI,LUBUSKIE,30,3
805034,OŚNO LUBUSKIE,SŁUBICKI,LUBUSKIE,21,3
805035,OŚNO LUBUSKIE,SŁUBICKI,LUBUSKIE,15,
805044,RZEPIN,SŁUBICKI,LUBUSKIE,55,
805045,RZEPIN,SŁUBICKI,LUBUSKIE,24,
805054,SŁUBICE,SŁUBICKI,LUBUSKIE,195,8
805055,SŁUBICE,SŁUBICKI,LUBUSKIE,35,2
806014,DOBIEGNIEW,STRZELECKO-DREZDENECKI,LUBUSKIE,33,1
806015,DOBIEGNIEW,STRZELECKO-DREZDENECKI,LUBUSKIE,36,1
806024,DREZDENKO,STRZELECKO-DREZDENECKI,LUBUSKIE,87,2
806025,DREZDENKO,STRZELECKO-DREZDENECKI,LUBUSKIE,54,
806032,STARE KUROWO,STRZELECKO-DREZDENECKI,LUBUSKIE,26,1
806044,STRZELCE KRAJEŃSKIE,STRZELECKO-DREZDENECKI,LUBUSKIE,89,1
806045,STRZELCE KRAJEŃSKIE,STRZELECKO-DREZDENECKI,LUBUSKIE,54,1
806052,ZWIERZYN,STRZELECKO-DREZDENECKI,LUBUSKIE,15,
807012,KRZESZYCE,SULĘCIŃSKI,LUBUSKIE,45,3
