TERYT gminy,gmina,powiat,województwo,Liczba osób przypisanych do gminy wg adresu zameldowania na pobyt stały,Liczba osób przypisanych do gminy wg adresu zamieszkania (dopisanych na wniosek)
1207122,TYMBARK,LIMANOWSKI,MAŁOPOLSKIE,45,
1208012,CHARSZNICA,MIECHOWSKI,MAŁOPOLSKIE,32,1
1208022,GOŁCZA,MIECHOWSKI,MAŁOPOLSKIE,24,4
1208032,KOZŁÓW,MIECHOWSKI,MAŁOPOLSKIE,30,6
1208044,KSIĄŻ WIELKI,MIECHOWSKI,MAŁOPOLSKIE,6,1
1208045,KSIĄŻ WIELKI,MIECHOWSKI,MAŁOPOLSKIE,33,1
1208054,MIECHÓW,MIECHOWSKI,MAŁOPOLSKIE,128,5
1208055,MIECHÓW,MIECHOWSKI,MAŁOPOLSKIE,31,1
1208062,RACŁAWICE,MIECHOWSKI,MAŁOPOLSKIE,23,2
1208072,SŁABOSZÓW,MIECHOWSKI,MAŁOPOLSKIE,13,
1209014,DOBCZYCE,MYŚLENICKI,MAŁOPOLSKIE,51,3
1209015,DOBCZYCE,MYŚLENICKI,MAŁOPOLSKIE,74,7
1209022,LUBIEŃ,MYŚLENICKI,MAŁOPOLSKIE,67,2
1209034,MYŚLENICE,MYŚLENICKI,MAŁOPOLSKIE,153,6
1209035,MYŚLENICE,MYŚLENICKI,MAŁOPOLSKIE,123,3
1209042,PCIM,MYŚLENICKI,MAŁOPOLSKIE,58,2
1209052,RACIECHOWICE,MYŚLENICKI,MAŁOPOLSKIE,36,2
1209062,SIEPRAW,MYŚLENICKI,MAŁOPOLSKIE,54,5
1209074,SUŁKOWICE,MYŚLENICKI,MAŁOPOLSKIE,43,
1209075,SUŁKOWICE,MYŚLENICKI,MAŁOPOLSKIE,45,1
1209082,TOKARNIA,MYŚLENICKI,MAŁOPOLSKIE,51,3
1209092,WIŚNIOWA,MYŚLENICKI,MAŁOPOLSKIE,33,5
1210011,GRYBÓW,NOWOSĄDECKI,MAŁOPOLSKIE,64,3
1210022,CHEŁMIEC,NOWOSĄDECKI,MAŁOPOLSKIE,170,5
1210032,GRÓDEK NAD DUNAJCEM,NOWOSĄDECKI,MAŁOPOLSKIE,65,3
1210042,GRYBÓW,NOWOSĄDECKI,MAŁOPOLSKIE,171,2
1210052,KAMIONKA WIELKA,NOWOSĄDECKI,MAŁOPOLSKIE,59,
1210062,KORZENNA,NOWOSĄDECKI,MAŁOPOLSKIE,64,
1210074,KRYNICA-ZDRÓJ,NOWOSĄDECKI,MAŁOPOLSKIE,194,14
1210075,KRYNICA-ZDRÓJ,NOWOSĄDECKI,MAŁOPOLSKIE,40,
1210082,ŁABOWA,NOWOSĄDECKI,MAŁOPOLSKIE,37,
1210092,ŁĄCKO,NOWOSĄDECKI,MAŁOPOLSKIE,92,7
1210102,ŁOSOSINA DOLNA,NOWOSĄDECKI,MAŁOPOLSKIE,71,3
1210114,MUSZYNA,NOWOSĄDECKI,MAŁOPOLSKIE,85,2
1210115,MUSZYNA,NOWOSĄDECKI,MAŁOPOLSKIE,62,3
1210122,NAWOJOWA,NOWOSĄDECKI,MAŁOPOLSKIE,64,
1210134,PIWNICZNA-ZDRÓJ,NOWOSĄDECKI,MAŁOPOLSKIE,64,3
1210135,PIWNICZNA-ZDRÓJ,NOWOSĄDECKI,MAŁOPOLSKIE,49,
1210142,PODEGRODZIE,NOWOSĄDECKI,MAŁOPOLSKIE,71,3
1210152,RYTRO,NOWOSĄDECKI,MAŁOPOLSKIE,21,1
1210164,STARY SĄCZ,NOWOSĄDECKI,MAŁOPOLSKIE,101,5
1210165,STARY SĄCZ,NOWOSĄDECKI,MAŁOPOLSKIE,96,1
1211011,NOWY TARG,NOWOTARSKI,MAŁOPOLSKIE,267,4
1211024,SZCZAWNICA,NOWOTARSKI,MAŁOPOLSKIE,81,2
1211025,SZCZAWNICA,NOWOTARSKI,MAŁOPOLSKIE,17,1
1211034,CZARNY DUNAJEC,NOWOTARSKI,MAŁOPOLSKIE,26,3
1211035,CZARNY DUNAJEC,NOWOTARSKI,MAŁOPOLSKIE,67,1
1211042,CZORSZTYN,NOWOTARSKI,MAŁOPOLSKIE,58,2
1211052,JABŁONKA,NOWOTARSKI,MAŁOPOLSKIE,75,2
1211062,KROŚCIENKO NAD DUNAJCEM,NOWOTARSKI,MAŁOPOLSKIE,64,6
1211072,LIPNICA WIELKA,NOWOTARSKI,MAŁOPOLSKIE,25,3
1211082,ŁAPSZE NIŻNE,NOWOTARSKI,MAŁOPOLSKIE,33,1
1211092,NOWY TARG,NOWOTARSKI,MAŁOPOLSKIE,101,5
1211102,OCHOTNICA DOLNA,NOWOTARSKI,MAŁOPOLSKIE,49,
1211112,RABA WYŻNA,NOWOTARSKI,MAŁOPOLSKIE,94,6
1211124,RABKA-ZDRÓJ,NOWOTARSKI,MAŁOPOLSKIE,158,2
1211125,RABKA-ZDRÓJ,NOWOTARSKI,MAŁOPOLSKIE,22,2
1211132,SPYTKOWICE,NOWOTARSKI,MAŁOPOLSKIE,52,
1211142,SZAFLARY,NOWOTARSKI,MAŁOPOLSKIE,80,4
1212011,BUKOWNO,OLKUSKI,MAŁOPOLSKIE,88,4
1212032,BOLESŁAW,OLKUSKI,MAŁOPOLSKIE,74,1
1212042,KLUCZE,OLKUSKI,MAŁOPOLSKIE,131,5
1212054,OLKUSZ,OLKUSKI,MAŁOPOLSKIE,385,8
1212055,OLKUSZ,OLKUSKI,MAŁOPOLSKIE,76,1
1212062,TRZYCIĄŻ,OLKUSKI,MAŁOPOLSKIE,27,
1212074,WOLBROM,OLKUSKI,MAŁOPOLSKIE,74,1
1212075,WOLBROM,OLKUSKI,MAŁOPOLSKIE,102,
1213011,OŚWIĘCIM,OŚWIĘCIMSKI,MAŁOPOLSKIE,315,6
1213024,BRZESZCZE,OŚWIĘCIMSKI,MAŁOPOLSKIE,126,4
1213025,BRZESZCZE,OŚWIĘCIMSKI,MAŁOPOLSKIE,98,1
1213034,CHEŁMEK,OŚWIĘCIMSKI,MAŁOPOLSKIE,64,1
1213035,CHEŁMEK,OŚWIĘCIMSKI,MAŁOPOLSKIE,26,1
1213044,KĘTY,OŚWIĘCIMSKI,MAŁOPOLSKIE,175,1
1213045,KĘTY,OŚWIĘCIMSKI,MAŁOPOLSKIE,92,
1213052,OSIEK,OŚWIĘCIMSKI,MAŁOPOLSKIE,51,
1213062,OŚWIĘCIM,OŚWIĘCIMSKI,MAŁOPOLSKIE,149,4
1213072,POLANKA WIELKA,OŚWIĘCIMSKI,MAŁOPOLSKIE,17,
1213082,PRZECISZÓW,OŚWIĘCIMSKI,MAŁOPOLSKIE,55,1
1213094,ZATOR,OŚWIĘCIMSKI,MAŁOPOLSKIE,27,2
1213095,ZATOR,OŚWIĘCIMSKI,MAŁOPOLSKIE,33,
1214012,KONIUSZA,PROSZOWICKI,MAŁOPOLSKIE,43,3
1214024,KOSZYCE,PROSZOWICKI,MAŁOPOLSKIE,4,
1214025,KOSZYCE,PROSZOWICKI,MAŁOPOLSKIE,15,2
1214034,NOWE BRZESKO,PROSZOWICKI,MAŁOPOLSKIE,16,2
1214035,NOWE BRZESKO,PROSZOWICKI,MAŁOPOLSKIE,14,2
1214042,PAŁECZNICA,PROSZOWICKI,MAŁOPOLSKIE,22,
1214054,PROSZOWICE,PROSZOWICKI,MAŁOPOLSKIE,51,
1214055,PROSZOWICE,PROSZOWICKI,MAŁOPOLSKIE,47,
1214062,RADZIEMICE,PROSZOWICKI,MAŁOPOLSKIE,13,1
1215011,JORDANÓW,SUSKI,MAŁOPOLSKIE,52,4
1215021,SUCHA BESKIDZKA,SUSKI,MAŁOPOLSKIE,86,5
1215032,BUDZÓW,SUSKI,MAŁOPOLSKIE,53,1
1215042,BYSTRA-SIDZINA,SUSKI,MAŁOPOLSKIE,33,3
1215052,JORDANÓW,SUSKI,MAŁOPOLSKIE,45,1
1215064,MAKÓW PODHALAŃSKI,SUSKI,MAŁOPOLSKIE,65,2
1215065,MAKÓW PODHALAŃSKI,SUSKI,MAŁOPOLSKIE,69,1
1215072,STRYSZAWA,SUSKI,MAŁOPOLSKIE,101,8
1215082,ZAWOJA,SUSKI,MAŁOPOLSKIE,99,4
1215092,ZEMBRZYCE,SUSKI,MAŁOPOLSKIE,33,
1216014,CIĘŻKOWICE,TARNOWSKI,MAŁOPOLSKIE,20,1
1216015,CIĘŻKOWICE,TARNOWSKI,MAŁOPOLSKIE,54,
1216022,GROMNIK,TARNOWSKI,MAŁOPOLSKIE,34,
1216032,LISIA GÓRA,TARNOWSKI,MAŁOPOLSKIE,88,1
1216042,PLEŚNA,TARNOWSKI,MAŁOPOLSKIE,51,1
1216054,RADŁÓW,TARNOWSKI,MAŁOPOLSKIE,22,2
1216055,RADŁÓW,TARNOWSKI,MAŁOPOLSKIE,37,3
1216064,RYGLICE,TARNOWSKI,MAŁOPOLSKIE,23,
1216065,RYGLICE,TARNOWSKI,MAŁOPOLSKIE,32,
1216072,RZEPIENNIK STRZYŻEWSKI,TARNOWSKI,MAŁOPOLSKIE,39,1
1216082,SKRZYSZÓW,TARNOWSKI,MAŁOPOLSKIE,80,2
1216092,TARNÓW,TARNOWSKI,MAŁOPOLSKIE,182,14
1216104,TUCHÓW,TARNOWSKI,MAŁOPOLSKIE,73,9
1216105,TUCHÓW,TARNOWSKI,MAŁOPOLSKIE,66,3
1216112,WIERZCHOSŁAWICE,TARNOWSKI,MAŁOPOLSKIE,66,3
1216122,WIETRZYCHOWICE,TARNOWSKI,MAŁOPOLSKIE,25,
1216134,WOJNICZ,TARNOWSKI,MAŁOPOLSKIE,49,1
1216135,WOJNICZ,TARNOWSKI,MAŁOPOLSKIE,59,3
1216144,ZAKLICZYN,TARNOWSKI,MAŁOPOLSKIE,15,1
1216145,ZAKLICZYN,TARNOWSKI,MAŁOPOLSKIE,72,1
1216154,ŻABNO,TARNOWSKI,MAŁOPOLSKIE,35,
1216155,ŻABNO,TARNOWSKI,MAŁOPOLSKIE,66,3
1216162,SZERZYNY,TARNOWSKI,MAŁOPOLSKIE,48,
1217011,ZAKOPANE,TATRZAŃSKI,MAŁOPOLSKIE,449,15
1217022,BIAŁY DUNAJEC,TATRZAŃSKI,MAŁOPOLSKIE,49,
1217032,BUKOWINA TATRZAŃSKA,TATRZAŃSKI,MAŁOPOLSKIE,84,3
1217042,KOŚCIELISKO,TATRZAŃSKI,MAŁOPOLSKIE,98,3
1217052,PORONIN,TATRZAŃSKI,MAŁOPOLSKIE,71,1
1218014,ANDRYCHÓW,WADOWICKI,MAŁOPOLSKIE,154,
1218015,ANDRYCHÓW,WADOWICKI,MAŁOPOLSKIE,156,2
1218022,BRZEŹNICA,WADOWICKI,MAŁOPOLSKIE,69,2
1218034,KALWARIA ZEBRZYDOWSKA,WADOWICKI,MAŁOPOLSKIE,44,5
1218035,KALWARIA ZEBRZYDOWSKA,WADOWICKI,MAŁOPOLSKIE,99,5
1218042,LANCKORONA,WADOWICKI,MAŁOPOLSKIE,24,5
1218052,MUCHARZ,WADOWICKI,MAŁOPOLSKIE,23,
1218062,SPYTKOWICE,WADOWICKI,MAŁOPOLSKIE,55,
1218072,STRYSZÓW,WADOWICKI,MAŁOPOLSKIE,26,5
1218082,TOMICE,WADOWICKI,MAŁOPOLSKIE,47,
1218094,WADOWICE,WADOWICKI,MAŁOPOLSKIE,156,13
1218095,WADOWICE,WADOWICKI,MAŁOPOLSKIE,87,1
1218102,WIEPRZ,WADOWICKI,MAŁOPOLSKIE,71,1
1219012,BISKUPICE,WIELICKI,MAŁOPOLSKIE,52,
1219022,GDÓW,WIELICKI,MAŁOPOLSKIE,110,8
1219032,KŁAJ,WIELICKI,MAŁOPOLSKIE,64,10
1219044,NIEPOŁOMICE,WIELICKI,MAŁOPOLSKIE,126,2
1219045,NIEPOŁOMICE,WIELICKI,MAŁOPOLSKIE,91,2
1219054,WIELICZKA,WIELICKI,MAŁOPOLSKIE,215,15
1219055,WIELICZKA,WIELICKI,MAŁOPOLSKIE,240,11
1261011,KRAKÓW,KRAKÓW,MAŁOPOLSKIE,7821,558
1262011,NOWY SĄCZ,NOWY SĄCZ,MAŁOPOLSKIE,707,24
1263011,TARNÓW,TARNÓW,MAŁOPOLSKIE,940,28
1401014,BIAŁOBRZEGI,BIAŁOBRZESKI,MAZOWIECKIE,58,
1401015,BIAŁOBRZEGI,BIAŁOBRZESKI,MAZOWIECKIE,17,1
1401022,PROMNA,BIAŁOBRZESKI,MAZOWIECKIE,35,1
1401032,RADZANÓW,BIAŁOBRZESKI,MAZOWIECKIE,23,2
1401042,STARA BŁOTNICA,BIAŁOBRZESKI,MAZOWIECKIE,25,3
1401052,STROMIEC,BIAŁOBRZESKI,MAZOWIECKIE,44,
1401064,WYŚMIERZYCE,BIAŁOBRZESKI,MAZOWIECKIE,5,
1401065,WYŚMIERZYCE,BIAŁOBRZESKI,MAZOWIECKIE,12,
1402011,CIECHANÓW,CIECHANOWSKI,MAZOWIECKIE,417,5
1402022,CIECHANÓW,CIECHANOWSKI,MAZOWIECKIE,55,2
1402034,GLINOJECK,CIECHANOWSKI,MAZOWIECKIE,17,2
1402035,GLINOJECK,CIECHANOWSKI,MAZOWIECKIE,25,3
1402042,GOŁYMIN-OŚRODEK,CIECHANOWSKI,MAZOWIECKIE,29,
1402052,GRUDUSK,CIECHANOWSKI,MAZOWIECKIE,29,
1402062,OJRZEŃ,CIECHANOWSKI,MAZOWIECKIE,25,2
1402072,OPINOGÓRA GÓRNA,CIECHANOWSKI,MAZOWIECKIE,22,1
1402082,REGIMIN,CIECHANOWSKI,MAZOWIECKIE,36,2
1402092,SOŃSK,CIECHANOWSKI,MAZOWIECKIE,50,1
1403011,GARWOLIN,GARWOLIŃSKI,MAZOWIECKIE,141,3
1403021,ŁASKARZEW,GARWOLIŃSKI,MAZOWIECKIE,48,2
1403032,BOROWIE,GARWOLIŃSKI,MAZOWIECKIE,30,3
1403042,GARWOLIN,GARWOLIŃSKI,MAZOWIECKIE,86,3
1403052,GÓRZNO,GARWOLIŃSKI,MAZOWIECKIE,19,2
1403062,ŁASKARZEW,GARWOLIŃSKI,MAZOWIECKIE,37,
1403072,MACIEJOWICE,GARWOLIŃSKI,MAZOWIECKIE,39,
1403082,MIASTKÓW KOŚCIELNY,GARWOLIŃSKI,MAZOWIECKIE,34,
1403092,PARYSÓW,GARWOLIŃSKI,MAZOWIECKIE,32,3
1403104,PILAWA,GARWOLIŃSKI,MAZOWIECKIE,30,1
1403105,PILAWA,GARWOLIŃSKI,MAZOWIECKIE,36,2
1403112,SOBOLEW,GARWOLIŃSKI,MAZOWIECKIE,44,
1403122,TROJANÓW,GARWOLIŃSKI,MAZOWIECKIE,65,2
1403132,WILGA,GARWOLIŃSKI,MAZOWIECKIE,35,
1403144,ŻELECHÓW,GARWOLIŃSKI,MAZOWIECKIE,39,3
1403145,ŻELECHÓW,GARWOLIŃSKI,MAZOWIECKIE,29,1
1404011,GOSTYNIN,GOSTYNIŃSKI,MAZOWIECKIE,178,6
1404022,GOSTYNIN,GOSTYNIŃSKI,MAZOWIECKIE,81,1
1404032,PACYNA,GOSTYNIŃSKI,MAZOWIECKIE,20,3
1404044,SANNIKI,GOSTYNIŃSKI,MAZOWIECKIE,20,
1404045,SANNIKI,GOSTYNIŃSKI,MAZOWIECKIE,31,1
1404052,SZCZAWIN KOŚCIELNY,GOSTYNIŃSKI,MAZOWIECKIE,18,
1405011,MILANÓWEK,GRODZISKI,MAZOWIECKIE,260,28
1405021,PODKOWA LEŚNA,GRODZISKI,MAZOWIECKIE,96,19
1405032,BARANÓW,GRODZISKI,MAZOWIECKIE,27,1
1405044,GRODZISK MAZOWIECKI,GRODZISKI,MAZOWIECKIE,372,21
1405045,GRODZISK MAZOWIECKI,GRODZISKI,MAZOWIECKIE,236,17
1405052,JAKTORÓW,GRODZISKI,MAZOWIECKIE,117,8
1405062,ŻABIA WOLA,GRODZISKI,MAZOWIECKIE,121,18
1406012,BELSK DUŻY,GRÓJECKI,MAZOWIECKIE,39,2
1406022,BŁĘDÓW,GRÓJECKI,MAZOWIECKIE,28,2
1406032,CHYNÓW,GRÓJECKI,MAZOWIECKIE,63,11
1406042,GOSZCZYN,GRÓJECKI,MAZOWIECKIE,20,1
1406054,GRÓJEC,GRÓJECKI,MAZOWIECKIE,155,18
1406055,GRÓJEC,GRÓJECKI,MAZOWIECKIE,56,5
1406062,JASIENIEC,GRÓJECKI,MAZOWIECKIE,40,5
1406074,MOGIELNICA,GRÓJECKI,MAZOWIECKIE,28,
1406075,MOGIELNICA,GRÓJECKI,MAZOWIECKIE,24,
1406084,NOWE MIASTO NAD PILICĄ,GRÓJECKI,MAZOWIECKIE,61,8
1406085,NOWE MIASTO NAD PILICĄ,GRÓJECKI,MAZOWIECKIE,21,2
1406092,PNIEWY,GRÓJECKI,MAZOWIECKIE,22,4
1406114,WARKA,GRÓJECKI,MAZOWIECKIE,95,6
1406115,WARKA,GRÓJECKI,MAZOWIECKIE,22,1
1407012,GARBATKA-LETNISKO,KOZIENICKI,MAZOWIECKIE,53,4
1407022,GŁOWACZÓW,KOZIENICKI,MAZOWIECKIE,46,2
1407032,GNIEWOSZÓW,KOZIENICKI,MAZOWIECKIE,30,1
1407042,GRABÓW NAD PILICĄ,KOZIENICKI,MAZOWIECKIE,26,2
1407054,KOZIENICE,KOZIENICKI,MAZOWIECKIE,203,3
1407055,KOZIENICE,KOZIENICKI,MAZOWIECKIE,101,2
1407062,MAGNUSZEW,KOZIENICKI,MAZOWIECKIE,66,5
1407072,SIECIECHÓW,KOZIENICKI,MAZOWIECKIE,27,1
1408011,LEGIONOWO,LEGIONOWSKI,MAZOWIECKIE,633,32
1408022,JABŁONNA,LEGIONOWSKI,MAZOWIECKIE,283,26
1408032,NIEPORĘT,LEGIONOWSKI,MAZOWIECKIE,228,31
1408044,SEROCK,LEGIONOWSKI,MAZOWIECKIE,63,6
1408045,SEROCK,LEGIONOWSKI,MAZOWIECKIE,150,19
1408052,WIELISZEW,LEGIONOWSKI,MAZOWIECKIE,179,23
1409012,CHOTCZA,LIPSKI,MAZOWIECKIE,19,
1409022,CIEPIELÓW,LIPSKI,MAZOWIECKIE,48,1
1409034,LIPSKO,LIPSKI,MAZOWIECKIE,85,2
1409035,LIPSKO,LIPSKI,MAZOWIECKIE,29,
1409042,RZECZNIÓW,LIPSKI,MAZOWIECKIE,32,
1409052,SIENNO,LIPSKI,MAZOWIECKIE,44,3
1409064,SOLEC NAD WISŁĄ,LIPSKI,MAZOWIECKIE,19,1
1409065,SOLEC NAD WISŁĄ,LIPSKI,MAZOWIECKIE,34,
1410012,HUSZLEW,ŁOSICKI,MAZOWIECKIE,31,
1410024,ŁOSICE,ŁOSICKI,MAZOWIECKIE,91,
1410025,ŁOSICE,ŁOSICKI,MAZOWIECKIE,29,
1410032,OLSZANKA,ŁOSICKI,MAZOWIECKIE,17,2
1410042,PLATERÓW,ŁOSICKI,MAZOWIECKIE,42,2
1410052,SARNAKI,ŁOSICKI,MAZOWIECKIE,76,5
1410062,STARA KORNICA,ŁOSICKI,MAZOWIECKIE,41,
1411011,MAKÓW MAZOWIECKI,MAKOWSKI,MAZOWIECKIE,117,
1411022,CZERWONKA,MAKOWSKI,MAZOWIECKIE,15,1
1411032,KARNIEWO,MAKOWSKI,MAZOWIECKIE,29,2
1411042,KRASNOSIELC,MAKOWSKI,MAZOWIECKIE,61,2
1411052,MŁYNARZE,MAKOWSKI,MAZOWIECKIE,20,1
1411062,PŁONIAWY-BRAMURA,MAKOWSKI,MAZOWIECKIE,39,1
1411074,RÓŻAN,MAKOWSKI,MAZOWIECKIE,33,2
1411075,RÓŻAN,MAKOWSKI,MAZOWIECKIE,12,
1411082,RZEWNIE,MAKOWSKI,MAZOWIECKIE,25,
1411092,SYPNIEWO,MAKOWSKI,MAZOWIECKIE,46,
1411102,SZELKÓW,MAKOWSKI,MAZOWIECKIE,39,
1412011,MIŃSK MAZOWIECKI,MIŃSKI,MAZOWIECKIE,330,10
1412044,CEGŁÓW,MIŃSKI,MAZOWIECKIE,29,2
1412045,CEGŁÓW,MIŃSKI,MAZOWIECKIE,20,
1412052,DĘBE WIELKIE,MIŃSKI,MAZOWIECKIE,87,8
1412062,DOBRE,MIŃSKI,MAZOWIECKIE,34,4
1412074,HALINÓW,MIŃSKI,MAZOWIECKIE,38,1
1412075,HALINÓW,MIŃSKI,MAZOWIECKIE,119,9
1412082,JAKUBÓW,MIŃSKI,MAZOWIECKIE,20,1
1412094,KAŁUSZYN,MIŃSKI,MAZOWIECKIE,40,
1412095,KAŁUSZYN,MIŃSKI,MAZOWIECKIE,21,
1412104,LATOWICZ,MIŃSKI,MAZOWIECKIE,8,
1412105,LATOWICZ,MIŃSKI,MAZOWIECKIE,36,
1412112,MIŃSK MAZOWIECKI,MIŃSKI,MAZOWIECKIE,105,2
1412124,MROZY,MIŃSKI,MAZOWIECKIE,36,2
1412125,MROZY,MIŃSKI,MAZOWIECKIE,25,
1412132,SIENNICA,MIŃSKI,MAZOWIECKIE,66,5
1412142,STANISŁAWÓW,MIŃSKI,MAZOWIECKIE,42,7
1412151,SULEJÓWEK,MIŃSKI,MAZOWIECKIE,219,13
1413011,MŁAWA,MŁAWSKI,MAZOWIECKIE,289,3
1413022,DZIERZGOWO,MŁAWSKI,MAZOWIECKIE,30,3
1413032,LIPOWIEC KOŚCIELNY,MŁAWSKI,MAZOWIECKIE,22,
1413042,RADZANÓW,MŁAWSKI,MAZOWIECKIE,22,7
1413052,STRZEGOWO,MŁAWSKI,MAZOWIECKIE,72,3
1413062,STUPSK,MŁAWSKI,MAZOWIECKIE,31,1
1413072,SZREŃSK,MŁAWSKI,MAZOWIECKIE,15,1
1413082,SZYDŁOWO,MŁAWSKI,MAZOWIECKIE,31,2
1413092,WIECZFNIA KOŚCIELNA,MŁAWSKI,MAZOWIECKIE,34,
1413102,WIŚNIEWO,MŁAWSKI,MAZOWIECKIE,37,1
1414011,NOWY DWÓR MAZOWIECKI,NOWODWORSKI,MAZOWIECKIE,274,20
1414022,CZOSNÓW,NOWODWORSKI,MAZOWIECKIE,106,15
1414032,LEONCIN,NOWODWORSKI,MAZOWIECKIE,55,19
1414044,NASIELSK,NOWODWORSKI,MAZOWIECKIE,63,3
1414045,NASIELSK,NOWODWORSKI,MAZOWIECKIE,83,2
1414052,POMIECHÓWEK,NOWODWORSKI,MAZOWIECKIE,99,6
1414064,ZAKROCZYM,NOWODWORSKI,MAZOWIECKIE,21,5
1414065,ZAKROCZYM,NOWODWORSKI,MAZOWIECKIE,26,10
1415012,BARANOWO,OSTROŁĘCKI,MAZOWIECKIE,59,2
1415022,CZARNIA,OSTROŁĘCKI,MAZOWIECKIE,14,
1415032,CZERWIN,OSTROŁĘCKI,MAZOWIECKIE,24,1
1415042,GOWOROWO,OSTROŁĘCKI,MAZOWIECKIE,105,2
1415052,KADZIDŁO,OSTROŁĘCKI,MAZOWIECKIE,76,1
1415062,LELIS,OSTROŁĘCKI,MAZOWIECKIE,64,4
1415072,ŁYSE,OSTROŁĘCKI,MAZOWIECKIE,74,
1415084,MYSZYNIEC,OSTROŁĘCKI,MAZOWIECKIE,38,1
1415085,MYSZYNIEC,OSTROŁĘCKI,MAZOWIECKIE,48,1
1415092,OLSZEWO-BORKI,OSTROŁĘCKI,MAZOWIECKIE,89,3
1415102,RZEKUŃ,OSTROŁĘCKI,MAZOWIECKIE,86,1
1415112,TROSZYN,OSTROŁĘCKI,MAZOWIECKIE,24,
1416011,OSTRÓW MAZOWIECKA,OSTROWSKI,MAZOWIECKIE,200,9
1416022,ANDRZEJEWO,OSTROWSKI,MAZOWIECKIE,27,4
1416032,BOGUTY-PIANKI,OSTROWSKI,MAZOWIECKIE,33,2
1416044,BROK,OSTROWSKI,MAZOWIECKIE,27,
1416045,BROK,OSTROWSKI,MAZOWIECKIE,6,
1416052,MAŁKINIA GÓRNA,OSTROWSKI,MAZOWIECKIE,92,2
1416062,NUR,OSTROWSKI,MAZOWIECKIE,26,
1416072,OSTRÓW MAZOWIECKA,OSTROWSKI,MAZOWIECKIE,83,1
1416082,STARY LUBOTYŃ,OSTROWSKI,MAZOWIECKIE,22,1
1416092,SZULBORZE WIELKIE,OSTROWSKI,MAZOWIECKIE,22,2
1416102,WĄSEWO,OSTROWSKI,MAZOWIECKIE,45,4
1416112,ZARĘBY KOŚCIELNE,OSTROWSKI,MAZOWIECKIE,19,2
1417011,JÓZEFÓW,OTWOCKI,MAZOWIECKIE,352,18
1417021,OTWOCK,OTWOCKI,MAZOWIECKIE,501,34
1417032,CELESTYNÓW,OTWOCKI,MAZOWIECKIE,93,3
1417044,KARCZEW,OTWOCKI,MAZOWIECKIE,92,1
1417045,KARCZEW,OTWOCKI,MAZOWIECKIE,36,1
1417052,KOŁBIEL,OTWOCKI,MAZOWIECKIE,68,6
1417062,OSIECK,OTWOCKI,MAZOWIECKIE,28,4
1417072,SOBIENIE-JEZIORY,OTWOCKI,MAZOWIECKIE,38,3
1417082,WIĄZOWNA,OTWOCKI,MAZOWIECKIE,154,8
1418014,GÓRA KALWARIA,PIASECZYŃSKI,MAZOWIECKIE,136,14
1418015,GÓRA KALWARIA,PIASECZYŃSKI,MAZOWIECKIE,138,14
1418024,KONSTANCIN-JEZIORNA,PIASECZYŃSKI,MAZOWIECKIE,339,44
1418025,KONSTANCIN-JEZIORNA,PIASECZYŃSKI,MAZOWIECKIE,118,13
1418032,LESZNOWOLA,PIASECZYŃSKI,MAZOWIECKIE,472,40
1418044,PIASECZNO,PIASECZYŃSKI,MAZOWIECKIE,629,56
1418045,PIASECZNO,PIASECZYŃSKI,MAZOWIECKIE,617,54
1418052,PRAŻMÓW,PIASECZYŃSKI,MAZOWIECKIE,137,6
1418064,TARCZYN,PIASECZYŃSKI,MAZOWIECKIE,45,1
1418065,TARCZYN,PIASECZYŃSKI,MAZOWIECKIE,76,10
1419012,BIELSK,PŁOCKI,MAZOWIECKIE,47,1
1419024,BODZANÓW,PŁOCKI,MAZOWIECKIE,13,
1419025,BODZANÓW,PŁOCKI,MAZOWIECKIE,44,1
1419032,BRUDZEŃ DUŻY,PŁOCKI,MAZOWIECKIE,44,1
1419042,BULKOWO,PŁOCKI,MAZOWIECKIE,23,4
1419054,DROBIN,PŁOCKI,MAZOWIECKIE,20,1
1419055,DROBIN,PŁOCKI,MAZOWIECKIE,20,
1419064,GĄBIN,PŁOCKI,MAZOWIECKIE,22,
1419065,GĄBIN,PŁOCKI,MAZOWIECKIE,37,
1419072,ŁĄCK,PŁOCKI,MAZOWIECKIE,55,1
1419082,MAŁA WIEŚ,PŁOCKI,MAZOWIECKIE,37,
1419092,NOWY DUNINÓW,PŁOCKI,MAZOWIECKIE,24,2
1419102,RADZANOWO,PŁOCKI,MAZOWIECKIE,60,3
1419112,SŁUBICE,PŁOCKI,MAZOWIECKIE,20,1
1419122,SŁUPNO,PŁOCKI,MAZOWIECKIE,83,6
1419132,STARA BIAŁA,PŁOCKI,MAZOWIECKIE,79,2
1419142,STAROŹREBY,PŁOCKI,MAZOWIECKIE,44,3
1419154,WYSZOGRÓD,PŁOCKI,MAZOWIECKIE,23,
1419155,WYSZOGRÓD,PŁOCKI,MAZOWIECKIE,14,1
1420011,PŁOŃSK,PŁOŃSKI,MAZOWIECKIE,231,4
1420021,RACIĄŻ,PŁOŃSKI,MAZOWIECKIE,38,2
1420032,BABOSZEWO,PŁOŃSKI,MAZOWIECKIE,78,1
1420044,CZERWIŃSK NAD WISŁĄ,PŁOŃSKI,MAZOWIECKIE,14,
1420045,CZERWIŃSK NAD WISŁĄ,PŁOŃSKI,MAZOWIECKIE,32,2
