teryt;community_name;county_name;voivodship_name;number_of_commissions;eligible_voters;cards_given_out;valid_cards;valid_votes;Komitet Wyborczy Platforma Obywatelska RP;Komitet Wyborczy Prawica;Komitet Wyborczy Polskie Stronnictwo Ludowe;Komitet Wyborczy Prawo i Sprawiedliwość;Komitet Wyborczy Ruch Palikota;Komitet Wyborczy Nowa Prawica - Janusza Korwin-Mikke;Komitet Wyborczy Sojusz Lewicy Demokratycznej;Komitet Wyborczy Nasz Dom Polska-Samoobrona Andrzeja Leppera;Komitet Wyborczy Polska Jest Najważniejsza;Komitet Wyborczy Polska Partia Pracy - Sierpień 80;Komitet Wyborczy Wyborców Mniejszość Niemiecka
201022;Bolesławiec, gm.;bolesławiecki, pow.;dolnośląskie;9;10560;4214;4213;3961;1632;0;359;1043;464;0;368;0;68;27;0
201011;Bolesławiec, m.;bolesławiecki, pow.;dolnośląskie;18;32669;15923;15911;15301;7336;0;432;3496;1867;0;1815;0;276;79;0
201032;Gromadka, gm.;bolesławiecki, pow.;dolnośląskie;4;4480;1775;1775;1628;577;0;169;513;182;0;158;0;21;8;0
201043;Nowogrodziec, gm.;bolesławiecki, pow.;dolnośląskie;12;11907;3910;3908;3622;1325;0;430;1048;425;0;299;0;70;25;0
201052;Osiecznica, gm.;bolesławiecki, pow.;dolnośląskie;7;5283;2022;2022;1862;751;0;126;416;287;0;234;0;38;10;0
201062;Warta Bolesławiecka, gm.;bolesławiecki, pow.;dolnośląskie;5;6557;2394;2393;2221;895;0;163;609;253;0;245;0;44;12;0
203022;Głogów, gm.;głogowski, pow.;dolnośląskie;4;4872;2342;2341;2185;713;0;133;775;242;0;247;0;54;21;0
203011;Głogów, m.;głogowski, pow.;dolnośląskie;37;55592;28488;28414;27049;10176;0;634;8540;2820;0;4108;0;596;175;0
203032;Jerzmanowa, gm.;głogowski, pow.;dolnośląskie;4;3101;1582;1582;1485;497;0;100;466;143;0;246;0;27;6;0
203042;Kotla, gm.;głogowski, pow.;dolnośląskie;5;3314;1208;1207;1092;408;0;66;337;108;0;142;0;22;9;0
203052;Pęcław, gm.;głogowski, pow.;dolnośląskie;2;1789;661;661;604;210;0;63;202;57;0;55;0;11;6;0
203062;Żukowice, gm.;głogowski, pow.;dolnośląskie;2;2783;1050;1050;982;277;0;139;297;152;0;92;0;16;9;0
205023;Bolków, gm.;jaworski, pow.;dolnośląskie;13;8940;3474;3473;3261;1120;0;273;796;345;0;666;0;44;17;0
205011;Jawor, m.;jaworski, pow.;dolnośląskie;14;20097;9061;9060;8658;3599;0;240;2865;889;0;872;0;135;58;0
205032;Męcinka, gm.;jaworski, pow.;dolnośląskie;4;3857;1365;1364;1299;374;0;122;563;107;0;111;0;14;8;0
205042;Mściwojów, gm.;jaworski, pow.;dolnośląskie;3;3291;1342;1342;1232;449;0;148;345;137;0;122;0;17;14;0
205052;Paszowice, gm.;jaworski, pow.;dolnośląskie;2;3195;1165;1165;1075;346;0;121;389;98;0;103;0;11;7;0
205062;Wądroże Wielkie, gm.;jaworski, pow.;dolnośląskie;3;3232;1223;1209;1141;400;0;197;284;143;0;103;0;10;4;0
206052;Janowice Wielkie, gm.;jeleniogórski, pow.;dolnośląskie;5;3596;1478;1476;1351;687;0;66;296;153;0;131;0;9;9;0
206062;Jeżów Sudecki, gm.;jeleniogórski, pow.;dolnośląskie;4;5409;2450;2450;2324;1090;0;156;432;288;0;301;0;29;28;0
206011;Karpacz, m.;jeleniogórski, pow.;dolnośląskie;4;4429;2203;2204;2106;1115;0;65;321;243;0;326;0;28;8;0
206021;Kowary, m.;jeleniogórski, pow.;dolnośląskie;11;9642;4272;4264;4012;1681;0;118;741;521;0;864;0;58;29;0
206072;Mysłakowice, gm.;jeleniogórski, pow.;dolnośląskie;7;8164;3487;3486;3298;1342;0;184;678;365;0;666;0;46;17;0
206031;Piechowice, m.;jeleniogórski, pow.;dolnośląskie;4;5353;2494;2493;2380;1072;0;103;552;325;0;285;0;29;14;0
206082;Podgórzyn, gm.;jeleniogórski, pow.;dolnośląskie;7;6569;2823;2823;2686;1256;0;142;471;329;0;437;0;42;9;0
206092;Stara Kamienica, gm.;jeleniogórski, pow.;dolnośląskie;4;4243;1651;1650;1525;633;0;134;322;221;0;182;0;22;11;0
206041;Szklarska Poręba, m.;jeleniogórski, pow.;dolnośląskie;7;5860;2741;2741;2640;1279;0;88;588;332;0;298;0;40;15;0
207011;Kamienna Góra, m.;kamiennogórski, pow.;dolnośląskie;14;17045;7728;7726;7310;3353;0;173;1940;937;0;795;0;85;27;0
207022;Kamienna Góra, gm.;kamiennogórski, pow.;dolnośląskie;8;6909;2980;2979;2802;1208;0;187;780;338;0;218;0;49;22;0
207033;Lubawka, gm.;kamiennogórski, pow.;dolnośląskie;7;9349;4199;4190;3971;1549;0;131;783;653;0;791;0;41;23;0
207042;Marciszów, gm.;kamiennogórski, pow.;dolnośląskie;7;3730;1457;1456;1358;465;0;346;250;144;0;130;0;16;7;0
209011;Chojnów, m.;legnicki, pow.;dolnośląskie;7;11545;4711;4711;4483;1887;0;149;1246;561;0;523;0;74;43;0
209022;Chojnów, gm.;legnicki, pow.;dolnośląskie;7;7570;2615;2615;2436;771;0;335;735;270;0;263;0;46;16;0
209032;Krotoszyce, gm.;legnicki, pow.;dolnośląskie;3;2496;1076;1076;1011;311;0;88;363;119;0;106;0;18;6;0
209042;Kunice, gm.;legnicki, pow.;dolnośląskie;5;4574;2223;2222;2100;922;0;112;484;263;0;253;0;51;15;0
209052;Legnickie Pole, gm.;legnicki, pow.;dolnośląskie;6;3762;1599;1599;1496;448;0;182;446;139;0;238;0;29;14;0
209062;Miłkowice, gm.;legnicki, pow.;dolnośląskie;8;5055;2178;2177;2059;756;0;183;550;261;0;223;0;73;13;0
209073;Prochowice, gm.;legnicki, pow.;dolnośląskie;6;6000;2371;2371;2205;991;0;202;588;222;0;146;0;39;17;0
209082;Ruja, gm.;legnicki, pow.;dolnośląskie;3;2148;710;710;672;194;0;81;183;92;0;96;0;18;8;0
210033;Leśna, gm.;lubański, pow.;dolnośląskie;8;8374;3234;3234;3032;1165;0;270;698;420;0;413;0;38;28;0
210042;Lubań, gm.;lubański, pow.;dolnośląskie;7;5165;2041;2041;1892;694;0;325;440;212;0;174;0;29;18;0
210011;Lubań, m.;lubański, pow.;dolnośląskie;15;18341;8329;8329;7946;3608;0;248;1936;1016;0;941;0;142;55;0
210053;Olszyna, gm.;lubański, pow.;dolnośląskie;4;5360;2086;2086;1956;746;0;139;416;239;0;372;0;29;15;0
210062;Platerówka, gm.;lubański, pow.;dolnośląskie;1;1315;559;559;512;158;0;71;178;42;0;51;0;10;2;0
210072;Siekierczyn, gm.;lubański, pow.;dolnośląskie;4;4069;1774;1775;1665;614;0;137;441;251;0;180;0;27;15;0
210021;Świeradów-Zdrój, m.;lubański, pow.;dolnośląskie;5;3866;1723;1723;1638;765;0;81;355;220;0;182;0;24;11;0
211011;Lubin, m.;lubiński, pow.;dolnośląskie;51;60930;31696;31682;30252;9113;0;1493;10244;3290;0;5219;0;732;161;0
211022;Lubin, gm.;lubiński, pow.;dolnośląskie;10;10478;5084;5083;4771;1343;0;388;1478;549;0;895;0;98;20;0
211032;Rudna, gm.;lubiński, pow.;dolnośląskie;5;5941;2699;2699;2492;593;0;255;903;241;0;453;0;40;7;0
211043;Ścinawa, gm.;lubiński, pow.;dolnośląskie;7;8379;3575;3575;3322;924;0;328;1314;275;0;404;0;52;25;0
212013;Gryfów Śląski, gm.;lwówecki, pow.;dolnośląskie;7;8333;3191;3153;3002;1158;0;187;893;322;0;385;0;45;12;0
212023;Lubomierz, gm.;lwówecki, pow.;dolnośląskie;6;4916;1805;1805;1676;690;0;214;405;167;0;161;0;24;15;0
212033;Lwówek Śląski, gm.;lwówecki, pow.;dolnośląskie;13;14344;5711;5709;5357;2422;0;338;1285;661;0;520;0;88;43;0
212043;Mirsk, gm.;lwówecki, pow.;dolnośląskie;6;7278;2707;2701;2509;827;0;385;672;289;0;267;0;51;18;0
212053;Wleń, gm.;lwówecki, pow.;dolnośląskie;6;3706;1545;1545;1443;548;0;160;366;226;0;110;0;19;14;0
216013;Chocianów, gm.;polkowicki, pow.;dolnośląskie;10;10329;4604;4602;4294;1108;0;317;1905;385;0;484;0;72;23;0
216022;Gaworzyce, gm.;polkowicki, pow.;dolnośląskie;4;3051;1377;1377;1258;330;0;134;432;149;0;164;0;31;18;0
216032;Grębocice, gm.;polkowicki, pow.;dolnośląskie;4;4085;1630;1630;1506;407;0;156;544;123;0;240;0;21;15;0
216043;Polkowice, gm.;polkowicki, pow.;dolnośląskie;15;20679;10071;10024;9338;2912;0;379;3194;1005;0;1604;0;184;60;0
216053;Przemków, gm.;polkowicki, pow.;dolnośląskie;7;7083;2739;2741;2558;848;0;186;858;262;0;334;0;52;18;0
216062;Radwanice, gm.;polkowicki, pow.;dolnośląskie;3;3633;1586;1586;1477;398;0;322;378;161;0;185;0;25;8;0
225033;Bogatynia, gm.;zgorzelecki, pow.;dolnośląskie;21;19863;8444;8442;7885;2935;0;195;2991;800;0;819;0;91;54;0
225043;Pieńsk, gm.;zgorzelecki, pow.;dolnośląskie;8;7394;2681;2679;2497;1095;0;196;566;305;0;271;0;50;14;0
225052;Sulików, gm.;zgorzelecki, pow.;dolnośląskie;4;4870;1871;1871;1768;588;0;333;545;173;0;100;0;23;6;0
225063;Węgliniec, gm.;zgorzelecki, pow.;dolnośląskie;7;7156;2698;2698;2437;1101;0;121;600;283;0;264;0;49;19;0
225011;Zawidów, m.;zgorzelecki, pow.;dolnośląskie;2;3523;1502;1499;1422;641;0;59;374;145;0;156;0;37;10;0
225072;Zgorzelec, gm.;zgorzelecki, pow.;dolnośląskie;10;6554;2532;2532;2349;1017;0;155;592;273;0;272;0;26;14;0
225021;Zgorzelec, m.;zgorzelecki, pow.;dolnośląskie;18;26818;13354;13351;12739;6165;0;363;3115;1426;0;1400;0;199;71;0
226032;Pielgrzymka, gm.;złotoryjski, pow.;dolnośląskie;7;3718;1390;1390;1269;400;0;269;327;130;0;107;0;27;9;0
226043;Świerzawa, gm.;złotoryjski, pow.;dolnośląskie;9;6356;2368;2368;2201;844;0;197;523;270;0;322;0;30;15;0
226011;Wojcieszów, m.;złotoryjski, pow.;dolnośląskie;3;3130;1117;1117;1004;470;0;41;217;132;0;120;0;16;8;0
226052;Zagrodno, gm.;złotoryjski, pow.;dolnośląskie;5;4528;1708;1651;1562;389;0;214;528;132;0;255;0;36;8;0
226062;Złotoryja, gm.;złotoryjski, pow.;dolnośląskie;5;5626;2187;2187;2084;712;0;196;627;235;0;261;0;37;16;0
226021;Złotoryja, m.;złotoryjski, pow.;dolnośląskie;9;13461;6223;6223;5828;2472;0;162;1411;741;0;935;0;81;26;0
261011;Jelenia Góra;Jelenia Góra;dolnośląskie;46;69032;34719;34699;33527;16246;0;947;7164;4317;0;4098;0;526;229;0
262011;Legnica;Legnica;dolnośląskie;49;81338;40108;40063;38817;16142;0;884;10629;4537;0;5449;0;972;204;0
202011;Bielawa, m.;dzierżoniowski, pow.;dolnośląskie;15;26107;11155;11153;10552;4801;0;213;2484;1623;0;914;0;429;88;0
202021;Dzierżoniów, m.;dzierżoniowski, pow.;dolnośląskie;21;28756;13820;13816;13253;6287;0;310;3167;1951;0;1101;0;349;88;0
202052;Dzierżoniów, gm.;dzierżoniowski, pow.;dolnośląskie;13;7732;3110;3109;2908;1027;0;281;899;402;0;196;0;63;40;0
202062;Łagiewniki, gm.;dzierżoniowski, pow.;dolnośląskie;6;6177;2336;2336;2179;796;0;194;651;281;0;170;0;56;31;0
202073;Niemcza, gm.;dzierżoniowski, pow.;dolnośląskie;6;4844;1897;1897;1789;686;0;98;476;276;0;137;0;99;17;0
202031;Pieszyce, m.;dzierżoniowski, pow.;dolnośląskie;8;7781;3092;3057;2918;1290;0;121;812;403;0;209;0;65;18;0
202041;Piława Górna, m.;dzierżoniowski, pow.;dolnośląskie;3;5386;2079;2079;1930;689;0;84;695;283;0;138;0;28;13;0
208063;Bystrzyca Kłodzka, gm.;kłodzki, pow.;dolnośląskie;19;16279;6633;6632;6248;2712;0;683;1636;641;0;416;0;107;53;0
208011;Duszniki-Zdrój, m.;kłodzki, pow.;dolnośląskie;3;4358;1973;1972;1896;932;0;83;430;257;0;156;0;34;4;0
208072;Kłodzko, gm.;kłodzki, pow.;dolnośląskie;14;13869;5752;5752;5350;1504;0;1859;1112;488;0;290;0;63;34;0
208021;Kłodzko, m.;kłodzki, pow.;dolnośląskie;19;23475;11298;11298;10815;5138;0;1005;2447;1245;0;830;0;113;37;0
208031;Kudowa-Zdrój, m.;kłodzki, pow.;dolnośląskie;7;8734;4192;4189;3993;1774;0;165;1254;415;0;287;0;63;35;0
208083;Lądek-Zdrój, gm.;kłodzki, pow.;dolnośląskie;6;7578;3282;3282;3085;1487;0;254;717;338;0;230;0;42;17;0
208092;Lewin Kłodzki, gm.;kłodzki, pow.;dolnośląskie;2;1631;564;564;542;186;0;58;200;57;0;30;0;8;3;0
208103;Międzylesie, gm.;kłodzki, pow.;dolnośląskie;9;6202;2358;2358;2213;950;0;205;456;325;0;214;0;44;19;0
208112;Nowa Ruda, gm.;kłodzki, pow.;dolnośląskie;14;10008;3885;3885;3637;1757;0;362;803;360;0;278;0;51;26;0
208041;Nowa Ruda, m.;kłodzki, pow.;dolnośląskie;14;19832;8451;8449;8022;4596;0;251;1626;824;0;566;0;101;58;0
208051;Polanica-Zdrój, m.;kłodzki, pow.;dolnośląskie;4;6013;3066;3009;2877;1312;0;143;784;284;0;299;0;45;10;0
208123;Radków, gm.;kłodzki, pow.;dolnośląskie;8;7620;2893;2893;2710;1119;0;382;754;243;0;148;0;43;21;0
208133;Stronie Śląskie, gm.;kłodzki, pow.;dolnośląskie;6;6214;2474;2474;2308;1154;0;129;419;281;0;266;0;39;20;0
208143;Szczytna, gm.;kłodzki, pow.;dolnośląskie;6;6023;2279;2279;2153;979;0;172;469;262;0;218;0;34;19;0
219032;Dobromierz, gm.;świdnicki, pow.;dolnośląskie;3;4410;1660;1660;1520;558;0;133;510;145;0;132;0;34;8;0
219043;Jaworzyna Śląska, gm.;świdnicki, pow.;dolnośląskie;5;8394;3263;3263;2995;1221;0;128;905;389;0;237;0;73;42;0
219052;Marcinowice, gm.;świdnicki, pow.;dolnośląskie;7;5142;2100;2099;1949;705;0;223;610;197;0;152;0;39;23;0
219063;Strzegom, gm.;świdnicki, pow.;dolnośląskie;20;21949;8701;8701;8087;3552;0;549;2225;872;0;685;0;153;51;0
219011;Świdnica, m.;świdnicki, pow.;dolnośląskie;31;49052;25050;25004;24078;11740;0;644;5852;3301;0;1883;0;451;207;0
219072;Świdnica, gm.;świdnicki, pow.;dolnośląskie;10;13007;5451;5449;5113;2207;0;410;1344;602;0;400;0;102;48;0
219021;Świebodzice, m.;świdnicki, pow.;dolnośląskie;15;18720;8072;8072;7570;3320;0;449;1948;1028;0;651;0;117;57;0
219083;Żarów, gm.;świdnicki, pow.;dolnośląskie;9;10148;4450;4444;4150;1769;0;192;1096;548;0;429;0;71;45;0
221011;Boguszów-Gorce, m.;wałbrzyski, pow.;dolnośląskie;9;13268;5025;5023;4684;2222;0;106;1025;668;0;547;0;77;39;0
221042;Czarny Bór, gm.;wałbrzyski, pow.;dolnośląskie;5;3885;1736;1736;1586;629;0;122;421;181;0;175;0;42;16;0
221053;Głuszyca, gm.;wałbrzyski, pow.;dolnośląskie;6;7450;3082;3082;2857;1224;0;147;665;348;0;432;0;29;12;0
221021;Jedlina-Zdrój, m.;wałbrzyski, pow.;dolnośląskie;5;4070;1744;1743;1630;737;0;45;402;214;0;185;0;37;10;0
221063;Mieroszów, gm.;wałbrzyski, pow.;dolnośląskie;8;5946;2107;2107;1969;1005;0;67;370;260;0;212;0;37;18;0
221072;Stare Bogaczowice, gm.;wałbrzyski, pow.;dolnośląskie;6;3426;1358;1358;1252;491;0;111;246;190;0;132;0;69;13;0
221031;Szczawno-Zdrój, m.;wałbrzyski, pow.;dolnośląskie;3;5083;2773;2773;2664;1301;0;76;565;392;0;265;0;55;10;0
221082;Walim, gm.;wałbrzyski, pow.;dolnośląskie;4;4760;1725;1725;1603;744;0;79;345;217;0;155;0;52;11;0
221091;Wałbrzych, m.;wałbrzyski, pow.;dolnośląskie;71;97842;41377;41345;39537;19165;0;942;8097;5672;0;4743;0;587;331;0
224013;Bardo, gm.;ząbkowicki, pow.;dolnośląskie;4;4584;1885;1884;1747;642;0;269;438;247;0;114;0;26;11;0
224022;Ciepłowody, gm.;ząbkowicki, pow.;dolnośląskie;2;2581;862;862;809;275;0;174;205;76;0;61;0;16;2;0
224032;Kamieniec Ząbkowicki, gm.;ząbkowicki, pow.;dolnośląskie;10;6985;2728;2715;2531;1072;0;180;631;345;0;253;0;34;16;0
224042;Stoszowice, gm.;ząbkowicki, pow.;dolnośląskie;6;4527;1663;1663;1508;563;0;161;363;203;0;170;0;28;20;0
224053;Ząbkowice Śląskie, gm.;ząbkowicki, pow.;dolnośląskie;17;18729;8376;8362;7957;3711;0;580;2032;804;0;624;0;130;76;0
224063;Ziębice, gm.;ząbkowicki, pow.;dolnośląskie;21;14777;5305;5291;4988;1771;0;897;1314;539;0;344;0;64;59;0
224073;Złoty Stok, gm.;ząbkowicki, pow.;dolnośląskie;7;3937;1455;1455;1362;568;0;96;371;176;0;103;0;27;21;0
204013;Góra, gm.;górowski, pow.;dolnośląskie;15;16498;6135;6135;5746;2551;0;597;1405;595;61;431;0;78;28;0
204022;Jemielno, gm.;górowski, pow.;dolnośląskie;3;2525;788;788;723;220;0;126;219;68;11;60;0;12;7;0
204032;Niechlów, gm.;górowski, pow.;dolnośląskie;4;4002;1259;1259;1119;338;0;175;350;118;10;99;0;18;11;0
204043;Wąsosz, gm.;górowski, pow.;dolnośląskie;5;5910;1989;1989;1834;659;0;264;516;222;16;123;0;27;7;0
213012;Cieszków, gm.;milicki, pow.;dolnośląskie;3;3746;1425;1425;1325;534;0;150;341;119;17;125;0;32;7;0
213022;Krośnice, gm.;milicki, pow.;dolnośląskie;5;6345;2460;2459;2230;748;0;223;683;192;33;306;0;33;12;0
213033;Milicz, gm.;milicki, pow.;dolnośląskie;20;19500;8522;8458;8010;3489;0;577;2178;824;97;678;0;114;53;0
214023;Bierutów, gm.;oleśnicki, pow.;dolnośląskie;7;8195;3149;3129;2906;1202;0;257;814;287;53;237;0;34;22;0
214032;Dobroszyce, gm.;oleśnicki, pow.;dolnośląskie;3;4960;1962;1962;1791;720;0;220;462;177;37;139;0;23;13;0
214042;Dziadowa Kłoda, gm.;oleśnicki, pow.;dolnośląskie;3;3611;1215;1215;1106;381;0;306;187;120;8;85;0;14;5;0
214053;Międzybórz, gm.;oleśnicki, pow.;dolnośląskie;3;3978;1675;1675;1582;664;0;434;192;146;21;85;0;26;14;0
214062;Oleśnica, gm.;oleśnicki, pow.;dolnośląskie;7;9503;3597;3592;3324;1460;0;371;854;320;55;187;0;50;27;0
214011;Oleśnica, m.;oleśnicki, pow.;dolnośląskie;20;30210;15407;15384;14843;7288;0;443;3733;1507;312;1269;0;230;61;0
214073;Syców, gm.;oleśnicki, pow.;dolnośląskie;10;13149;5902;5868;5513;2619;0;418;1494;502;91;303;0;57;29;0
214083;Twardogóra, gm.;oleśnicki, pow.;dolnośląskie;6;10427;4414;4412;4052;1917;0;208;1124;359;76;291;0;51;26;0
215022;Domaniów, gm.;oławski, pow.;dolnośląskie;4;4160;1758;1751;1597;592;0;307;441;130;22;80;0;17;8;0
215033;Jelcz-Laskowice, gm.;oławski, pow.;dolnośląskie;13;18011;8373;8371;7920;3644;0;352;2488;739;167;392;0;102;36;0
215042;Oława, gm.;oławski, pow.;dolnośląskie;10;11465;5017;4996;4761;1959;0;443;1524;425;67;226;0;90;27;0
215011;Oława, m.;oławski, pow.;dolnośląskie;18;25639;13596;13591;13029;6685;0;432;3389;1192;246;808;0;216;61;0
217012;Borów, gm.;strzeliński, pow.;dolnośląskie;3;4245;1826;1826;1696;565;0;337;552;107;18;80;0;31;6;0
217022;Kondratowice, gm.;strzeliński, pow.;dolnośląskie;5;3705;1384;1383;1263;501;0;201;371;83;7;77;0;15;8;0
217032;Przeworno, gm.;strzeliński, pow.;dolnośląskie;6;4168;1510;1510;1399;542;0;213;386;119;33;72;0;21;13;0
217043;Strzelin, gm.;strzeliński, pow.;dolnośląskie;15;18697;8563;8560;8128;3442;0;939;1954;819;105;722;0;90;57;0
217053;Wiązów, gm.;strzeliński, pow.;dolnośląskie;5;5924;2287;2287;2089;777;0;264;751;137;25;103;0;21;11;0
218012;Kostomłoty, gm.;średzki, pow.;dolnośląskie;4;5704;2124;2124;1918;590;0;242;526;146;27;342;0;38;7;0
218022;Malczyce, gm.;średzki, pow.;dolnośląskie;4;4794;1766;1765;1641;680;0;113;464;149;53;121;0;52;9;0
218032;Miękinia, gm.;średzki, pow.;dolnośląskie;7;10218;4923;4923;4652;2500;0;399;1050;362;93;158;0;75;15;0
218043;Środa Śląska, gm.;średzki, pow.;dolnośląskie;10;15488;6553;6550;6245;2945;0;319;1421;671;113;366;0;387;23;0
218052;Udanin, gm.;średzki, pow.;dolnośląskie;4;4556;1663;1661;1521;448;0;350;403;121;53;102;0;35;9;0
220013;Oborniki Śląskie, gm.;trzebnicki, pow.;dolnośląskie;12;15194;7717;7713;7395;3769;0;311;2025;662;133;331;0;140;24;0
220023;Prusice, gm.;trzebnicki, pow.;dolnośląskie;5;7419;2795;2794;2566;888;0;659;688;168;30;81;0;40;12;0
220033;Trzebnica, gm.;trzebnicki, pow.;dolnośląskie;11;18036;8170;8169;7841;4119;0;279;2201;627;115;350;0;107;43;0
220042;Wisznia Mała, gm.;trzebnicki, pow.;dolnośląskie;4;7316;3569;3568;3425;1669;0;150;1012;308;73;140;0;59;14;0
220052;Zawonia, gm.;trzebnicki, pow.;dolnośląskie;3;4465;1642;1642;1525;712;0;131;381;149;21;108;0;17;6;0
220063;Żmigród, gm.;trzebnicki, pow.;dolnośląskie;10;11903;4470;4470;4145;1932;0;379;887;515;48;297;0;63;24;0
222013;Brzeg Dolny, gm.;wołowski, pow.;dolnośląskie;11;13178;6133;6130;5801;3189;0;120;1388;524;105;381;0;59;35;0
222022;Wińsko, gm.;wołowski, pow.;dolnośląskie;7;7022;2434;2434;2238;634;0;239;934;184;35;168;0;34;10;0
222033;Wołów, gm.;wołowski, pow.;dolnośląskie;16;19739;8552;8508;8022;3738;0;375;2301;831;114;502;0;111;50;0
223012;Czernica, gm.;wrocławski, pow.;dolnośląskie;6;8648;5083;5083;4884;2486;0;358;1215;443;123;180;0;66;13;0
223022;Długołęka, gm.;wrocławski, pow.;dolnośląskie;16;18993;9928;9926;9540;4757;0;512;2637;791;222;434;0;148;39;0
223032;Jordanów Śląski, gm.;wrocławski, pow.;dolnośląskie;2;2518;1030;1028;958;280;0;257;264;93;17;21;0;22;4;0
223043;Kąty Wrocławskie, gm.;wrocławski, pow.;dolnośląskie;10;15822;7774;7772;7408;3518;0;844;1865;546;178;306;0;119;32;0
223052;Kobierzyce, gm.;wrocławski, pow.;dolnośląskie;10;12473;6336;6333;6033;3252;0;287;1388;596;164;206;0;113;27;0
223062;Mietków, gm.;wrocławski, pow.;dolnośląskie;4;3158;1378;1378;1296;500;0;206;346;105;22;96;0;9;12;0
223083;Siechnice, gm.;wrocławski, pow.;dolnośląskie;10;12745;7222;7219;6959;3447;0;298;1851;633;217;345;0;139;29;0
223073;Sobótka, gm.;wrocławski, pow.;dolnośląskie;6;10183;4367;4363;4132;1619;0;785;1092;335;72;153;0;59;17;0
223092;Żórawina, gm.;wrocławski, pow.;dolnośląskie;6;7326;3272;3272;3112;1402;0;462;746;271;64;97;0;56;14;0
264011;Wrocław;Wrocław;dolnośląskie;297;505199;302338;301892;295264;158298;0;5614;73818;29089;8005;14491;0;4746;1203;0
403012;Białe Błota, gm.;bydgoski, pow.;kujawsko-pomorskie;9;12909;7117;7090;6847;3456;0;282;1322;968;141;494;0;140;44;0
403022;Dąbrowa Chełmińska, gm.;bydgoski, pow.;kujawsko-pomorskie;7;5950;2299;2298;2153;888;0;216;455;323;35;185;0;35;16;0
403032;Dobrcz, gm.;bydgoski, pow.;kujawsko-pomorskie;6;7878;3524;3523;3245;1079;0;808;615;395;53;214;0;45;36;0
403043;Koronowo, gm.;bydgoski, pow.;kujawsko-pomorskie;19;19320;8030;8029;7491;2844;0;794;1492;920;119;1093;0;198;31;0
403052;Nowa Wieś Wielka, gm.;bydgoski, pow.;kujawsko-pomorskie;4;6999;3027;3026;2811;1326;0;133;599;369;45;252;0;70;17;0
403062;Osielsko, gm.;bydgoski, pow.;kujawsko-pomorskie;8;8422;5091;5091;4898;2631;0;219;817;657;113;294;0;150;17;0
403072;Sicienko, gm.;bydgoski, pow.;kujawsko-pomorskie;7;7491;3355;3355;3091;1276;0;408;642;391;46;266;0;44;18;0
403083;Solec Kujawski, gm.;bydgoski, pow.;kujawsko-pomorskie;10;12790;6340;6338;5887;2710;0;239;1309;839;123;489;0;127;51;0
407022;Dąbrowa Biskupia, gm.;inowrocławski, pow.;kujawsko-pomorskie;5;4041;1169;1169;1072;300;0;214;297;103;8;131;0;13;6;0
407033;Gniewkowo, gm.;inowrocławski, pow.;kujawsko-pomorskie;13;11628;4563;4563;4207;1706;0;421;932;522;56;501;0;50;19;0
407042;Inowrocław, gm.;inowrocławski, pow.;kujawsko-pomorskie;6;9058;3482;3480;3243;1128;0;489;737;421;43;360;0;38;27;0
407011;Inowrocław, m.;inowrocławski, pow.;kujawsko-pomorskie;49;63316;31542;31400;29878;14105;0;1065;5514;4659;356;3533;0;481;165;0
407053;Janikowo, gm.;inowrocławski, pow.;kujawsko-pomorskie;10;10923;4614;4612;4283;1588;0;589;888;539;44;502;0;80;53;0
407063;Kruszwica, gm.;inowrocławski, pow.;kujawsko-pomorskie;19;15991;6283;6281;5790;1896;0;1178;1354;489;56;722;0;57;38;0
407073;Pakość, gm.;inowrocławski, pow.;kujawsko-pomorskie;6;7948;3144;3143;2867;1117;0;276;553;417;31;396;0;51;26;0
407082;Rojewo, gm.;inowrocławski, pow.;kujawsko-pomorskie;5;3699;1367;1365;1223;316;0;281;319;130;10;138;0;19;10;0
407092;Złotniki Kujawskie, gm.;inowrocławski, pow.;kujawsko-pomorskie;10;7293;2965;2964;2707;604;0;255;434;255;33;1081;0;28;17;0
409012;Dąbrowa, gm.;mogileński, pow.;kujawsko-pomorskie;5;3688;1306;1306;1197;373;0;300;194;133;12;157;0;20;8;0
409022;Jeziora Wielkie, gm.;mogileński, pow.;kujawsko-pomorskie;4;4035;1512;1512;1382;289;0;528;194;116;10;177;0;56;12;0
409033;Mogilno, gm.;mogileński, pow.;kujawsko-pomorskie;16;19848;8415;8409;7834;2977;0;1204;1516;1012;104;851;0;103;67;0
409043;Strzelno, gm.;mogileński, pow.;kujawsko-pomorskie;10;9646;4012;4012;3692;1150;0;939;714;337;36;335;0;62;119;0
410013;Kcynia, gm.;nakielski, pow.;kujawsko-pomorskie;10;10712;4168;4168;3766;1243;0;829;717;342;57;472;0;76;30;0
410023;Mrocza, gm.;nakielski, pow.;kujawsko-pomorskie;7;7102;2845;2844;2576;903;0;370;544;287;28;377;0;48;19;0
410033;Nakło nad Notecią, gm.;nakielski, pow.;kujawsko-pomorskie;22;26510;12187;12159;11291;5209;0;875;2322;1299;141;1105;0;267;73;0
410042;Sadki, gm.;nakielski, pow.;kujawsko-pomorskie;9;5655;2184;2153;1980;731;0;315;431;173;28;228;0;58;16;0
410053;Szubin, gm.;nakielski, pow.;kujawsko-pomorskie;16;18402;8419;8409;7858;3268;0;619;1547;842;118;1276;0;160;28;0
