teryt;community_name;county_name;voivodship_name;number_of_commissions;eligible_voters;cards_given_out;valid_cards;valid_votes;Komitet Wyborczy Platforma Obywatelska RP;Komitet Wyborczy Prawica;Komitet Wyborczy Polskie Stronnictwo Ludowe;Komitet Wyborczy Prawo i Sprawiedliwość;Komitet Wyborczy Ruch Palikota;Komitet Wyborczy Nowa Prawica - Janusza Korwin-Mikke;Komitet Wyborczy Sojusz Lewicy Demokratycznej;Komitet Wyborczy Nasz Dom Polska-Samoobrona Andrzeja Leppera;Komitet Wyborczy Polska Jest Najważniejsza;Komitet Wyborczy Polska Partia Pracy - Sierpień 80;Komitet Wyborczy Wyborców Mniejszość Niemiecka
1603042;Pawłowiczki, gm.;kędzierzyńsko-kozielski, pow.;opolskie;6;6576;1902;1900;1732;728;10;100;284;106;0;102;0;22;5;375
1603052;Polska Cerekiew, gm.;kędzierzyńsko-kozielski, pow.;opolskie;3;3702;1310;1310;1154;529;2;61;110;92;0;57;0;23;5;275
1603062;Reńska Wieś, gm.;kędzierzyńsko-kozielski, pow.;opolskie;6;6738;2163;2162;2016;725;16;69;221;128;0;123;0;33;8;693
1604013;Byczyna, gm.;kluczborski, pow.;opolskie;8;7708;2825;2825;2601;852;11;489;655;233;0;279;0;46;18;18
1604023;Kluczbork, gm.;kluczborski, pow.;opolskie;28;30911;13313;13304;12684;6121;47;1066;2733;1178;0;673;0;251;47;568
1604032;Lasowice Wielkie, gm.;kluczborski, pow.;opolskie;10;5894;1748;1748;1631;482;11;352;190;83;0;48;0;19;5;441
1604043;Wołczyn, gm.;kluczborski, pow.;opolskie;15;11279;4324;4324;4053;1398;26;429;1129;371;0;441;0;175;26;58
1605013;Gogolin, gm.;krapkowicki, pow.;opolskie;12;10212;3288;3288;3021;1401;19;88;387;275;0;96;0;56;6;693
1605023;Krapkowice, gm.;krapkowicki, pow.;opolskie;18;19368;7460;7459;7087;3569;38;152;944;699;0;372;0;155;27;1131
1605032;Strzeleczki, gm.;krapkowicki, pow.;opolskie;5;6239;1840;1840;1698;616;3;52;124;99;0;34;0;15;5;750
1605042;Walce, gm.;krapkowicki, pow.;opolskie;5;4698;1397;1397;1275;375;5;37;103;53;0;28;0;23;2;649
1605053;Zdzieszowice, gm.;krapkowicki, pow.;opolskie;10;13263;4817;4817;4310;1834;32;209;548;437;0;432;0;92;22;704
1606012;Domaszowice, gm.;namysłowski, pow.;opolskie;7;3023;1476;1476;1360;313;6;382;361;106;0;157;0;27;4;4
1606023;Namysłów, gm.;namysłowski, pow.;opolskie;25;20938;9407;9401;8948;3200;28;1491;2482;813;0;720;0;130;59;25
1606032;Pokój, gm.;namysłowski, pow.;opolskie;6;4377;1485;1485;1371;555;5;227;203;147;0;103;0;22;9;100
1606042;Świerczów, gm.;namysłowski, pow.;opolskie;5;2968;1277;1277;1189;375;3;209;305;118;0;141;0;15;9;14
1606052;Wilków, gm.;namysłowski, pow.;opolskie;7;3649;1331;1331;1239;381;2;221;355;111;0;131;0;19;15;4
1607013;Głuchołazy, gm.;nyski, pow.;opolskie;25;21197;7883;7881;7452;3184;45;325;2027;767;0;540;0;466;52;46
1607022;Kamiennik, gm.;nyski, pow.;opolskie;5;2968;1000;1000;930;240;2;145;303;89;0;136;0;6;6;3
1607033;Korfantów, gm.;nyski, pow.;opolskie;11;7909;2262;2262;2036;638;44;174;589;169;0;242;0;38;13;129
1607042;Łambinowice, gm.;nyski, pow.;opolskie;7;6284;2179;2178;2017;762;25;192;548;238;0;176;0;34;13;29
1607053;Nysa, gm.;nyski, pow.;opolskie;33;48739;21897;21887;20918;9503;111;1022;5905;2091;0;1756;0;350;100;80
1607063;Otmuchów, gm.;nyski, pow.;opolskie;12;11531;4729;4728;4418;1191;44;286;1239;431;0;1105;0;81;24;17
1607073;Paczków, gm.;nyski, pow.;opolskie;13;10859;4187;4185;3899;1185;15;730;1036;405;0;437;0;60;21;10
1607082;Pakosławice, gm.;nyski, pow.;opolskie;5;3078;1172;1172;1081;325;5;184;390;94;0;62;0;12;7;2
1607092;Skoroszyce, gm.;nyski, pow.;opolskie;4;5112;1607;1607;1495;427;4;247;459;182;0;144;0;18;9;5
1608013;Dobrodzień, gm.;oleski, pow.;opolskie;6;8230;2543;2543;2339;897;14;93;339;158;0;90;0;39;16;693
1608023;Gorzów Śląski, gm.;oleski, pow.;opolskie;5;6112;1972;1972;1824;544;1;129;282;120;0;434;0;23;8;283
1608033;Olesno, gm.;oleski, pow.;opolskie;17;15061;5661;5659;5349;2614;39;176;767;430;0;342;0;70;32;879
1608043;Praszka, gm.;oleski, pow.;opolskie;11;11626;5456;5454;5152;1807;22;671;1141;784;0;556;0;97;62;12
1608052;Radłów, gm.;oleski, pow.;opolskie;3;3613;986;986;923;291;0;43;100;51;0;56;0;10;3;369
1608062;Rudniki, gm.;oleski, pow.;opolskie;5;6863;2666;2665;2467;789;14;428;576;334;0;256;0;49;17;4
1608072;Zębowice, gm.;oleski, pow.;opolskie;4;3124;926;926;857;259;3;34;98;34;0;21;0;9;5;394
1609012;Chrząstowice, gm.;opolski, pow.;opolskie;5;5491;2099;2098;1951;866;17;49;181;184;0;77;0;47;8;522
1609022;Dąbrowa, gm.;opolski, pow.;opolskie;8;7652;3103;3101;2869;1298;18;188;416;212;0;119;0;73;9;536
1609032;Dobrzeń Wielki, gm.;opolski, pow.;opolskie;13;11775;4640;4639;4366;2045;37;132;584;361;0;173;0;109;18;907
1609042;Komprachcice, gm.;opolski, pow.;opolskie;7;9011;3626;3626;3412;1345;7;85;366;304;0;155;0;62;8;1080
1609052;Łubniany, gm.;opolski, pow.;opolskie;4;7723;2723;2723;2519;1199;8;73;218;203;0;127;0;39;10;642
1609062;Murów, gm.;opolski, pow.;opolskie;5;4676;1452;1452;1357;619;7;44;145;97;0;73;0;25;6;341
1609073;Niemodlin, gm.;opolski, pow.;opolskie;11;10795;4193;4192;3969;1672;31;491;948;435;0;249;0;82;30;31
1609083;Ozimek, gm.;opolski, pow.;opolskie;16;17072;5908;5906;5491;2711;35;126;856;560;0;301;0;116;52;734
1609092;Popielów, gm.;opolski, pow.;opolskie;5;6791;2347;2347;2136;784;5;136;361;152;0;88;0;41;8;561
1609103;Prószków, gm.;opolski, pow.;opolskie;9;7922;3088;3088;2832;1012;15;72;268;182;0;91;0;60;12;1120
1609112;Tarnów Opolski, gm.;opolski, pow.;opolskie;8;7927;2879;2878;2684;1112;12;50;357;175;0;120;0;57;16;785
1609122;Tułowice, gm.;opolski, pow.;opolskie;5;4319;1758;1758;1601;752;9;106;354;177;0;118;0;27;10;48
1609132;Turawa, gm.;opolski, pow.;opolskie;9;7900;2712;2712;2539;1142;10;96;276;246;0;126;0;46;17;580
1610013;Biała, gm.;prudnicki, pow.;opolskie;18;9023;2589;2589;2408;966;8;117;276;166;0;85;0;36;22;732
1610023;Głogówek, gm.;prudnicki, pow.;opolskie;16;11188;3625;3625;3383;1395;18;170;609;216;0;162;0;72;16;725
1610032;Lubrza, gm.;prudnicki, pow.;opolskie;7;3592;1396;1395;1290;515;6;197;323;98;0;72;0;19;12;48
1610043;Prudnik, gm.;prudnicki, pow.;opolskie;23;23119;9558;9556;9084;4024;42;407;2677;979;0;634;0;171;81;69
1611012;Izbicko, gm.;strzelecki, pow.;opolskie;5;4413;1558;1557;1447;477;4;28;137;92;0;55;0;20;7;627
1611022;Jemielnica, gm.;strzelecki, pow.;opolskie;7;6021;1825;1825;1657;528;6;24;162;87;0;46;0;46;5;753
1611033;Kolonowskie, gm.;strzelecki, pow.;opolskie;6;5172;1618;1617;1489;527;1;41;184;77;0;57;0;25;20;557
1611043;Leśnica, gm.;strzelecki, pow.;opolskie;8;6574;2332;2332;2160;736;14;84;339;107;0;92;0;46;6;736
1611053;Strzelce Opolskie, gm.;strzelecki, pow.;opolskie;29;27183;10744;10738;10009;4664;40;217;1407;965;0;666;0;246;48;1756
1611063;Ujazd, gm.;strzelecki, pow.;opolskie;7;5091;1941;1941;1780;658;6;91;221;88;0;59;0;55;11;591
1611073;Zawadzkie, gm.;strzelecki, pow.;opolskie;6;10090;3499;3499;3213;1620;19;55;595;200;0;150;0;79;10;485
1661011;Opole;Opole;opolskie;71;97615;54388;54369;52815;27846;366;1306;8983;6056;0;4875;0;1524;180;1679
1801032;Czarna, gm.;bieszczadzki, pow.;podkarpackie;4;1932;668;668;622;182;1;95;235;58;4;34;3;6;4;0
1801052;Lutowiska, gm.;bieszczadzki, pow.;podkarpackie;4;1856;737;737;697;284;1;70;180;86;12;47;4;10;3;0
1801083;Ustrzyki Dolne, gm.;bieszczadzki, pow.;podkarpackie;20;14263;5558;5558;5250;2210;10;304;1726;449;73;378;23;66;11;0
1802013;Brzozów, gm.;brzozowski, pow.;podkarpackie;16;21076;8654;8597;8253;1807;121;622;4547;399;141;425;10;145;36;0
1802022;Domaradz, gm.;brzozowski, pow.;podkarpackie;6;4829;1840;1840;1713;168;3;248;1069;98;21;77;5;22;2;0
1802032;Dydnia, gm.;brzozowski, pow.;podkarpackie;12;6540;2374;2373;2176;331;7;384;1137;178;20;80;7;17;15;0
1802042;Haczów, gm.;brzozowski, pow.;podkarpackie;8;7352;2929;2929;2793;499;5;374;1572;161;27;105;10;30;10;0
1802052;Jasienica Rosielna, gm.;brzozowski, pow.;podkarpackie;5;5838;2857;2857;2737;302;26;146;2032;81;48;50;6;37;9;0
1802062;Nozdrzec, gm.;brzozowski, pow.;podkarpackie;10;6874;3053;3053;2779;572;9;758;1108;149;21;118;5;23;16;0
1804032;Chłopice, gm.;jarosławski, pow.;podkarpackie;6;4498;1824;1823;1667;170;5;278;851;78;14;225;20;22;4;0
1804042;Jarosław, gm.;jarosławski, pow.;podkarpackie;9;10222;4400;4400;4136;782;7;620;2117;266;18;235;15;59;17;0
1804011;Jarosław, m.;jarosławski, pow.;podkarpackie;20;32239;15939;15935;15333;4671;60;934;6692;1291;208;1088;84;253;52;0
1804052;Laszki, gm.;jarosławski, pow.;podkarpackie;12;5493;2454;2454;2286;192;2;868;903;87;12;179;8;25;10;0
1804062;Pawłosiów, gm.;jarosławski, pow.;podkarpackie;9;6653;3114;3113;2968;502;8;317;1687;198;40;162;17;26;11;0
1804072;Pruchnik, gm.;jarosławski, pow.;podkarpackie;7;7566;3401;3401;3165;344;6;350;2088;137;25;157;15;40;3;0
1804082;Radymno, gm.;jarosławski, pow.;podkarpackie;14;8894;3865;3865;3583;462;8;719;1976;138;22;187;27;37;7;0
1804021;Radymno, m.;jarosławski, pow.;podkarpackie;3;4445;2103;2103;1982;476;22;184;939;154;28;135;3;30;11;0
1804092;Rokietnica, gm.;jarosławski, pow.;podkarpackie;5;3446;1320;1319;1226;133;9;213;679;64;7;66;27;21;7;0
1804102;Roźwienica, gm.;jarosławski, pow.;podkarpackie;8;4939;2061;2061;1905;252;10;316;1063;93;23;111;8;23;6;0
1804112;Wiązownica, gm.;jarosławski, pow.;podkarpackie;11;8878;4478;4476;4187;724;14;508;2412;234;34;166;14;67;14;0
1805022;Brzyska, gm.;jasielski, pow.;podkarpackie;4;5026;2068;2068;1875;181;3;156;1369;62;10;67;5;16;6;0
1805032;Dębowiec, gm.;jasielski, pow.;podkarpackie;7;6743;3011;3009;2804;323;13;255;1944;108;36;88;5;25;7;0
1805011;Jasło, m.;jasielski, pow.;podkarpackie;28;30410;15205;15203;14609;4227;24;993;6411;1128;288;1297;13;202;26;0
1805042;Jasło, gm.;jasielski, pow.;podkarpackie;18;13134;6276;6275;5870;836;17;1143;3048;388;74;266;7;80;11;0
1805052;Kołaczyce, gm.;jasielski, pow.;podkarpackie;6;7049;3102;3101;2889;313;6;702;1561;132;34;91;6;31;13;0
1805062;Krempna, gm.;jasielski, pow.;podkarpackie;5;1639;557;557;497;113;0;120;166;40;3;34;1;18;2;0
1805072;Nowy Żmigród, gm.;jasielski, pow.;podkarpackie;12;7524;3625;3624;3431;449;3;1217;1478;133;21;80;5;36;9;0
1805082;Osiek Jasielski, gm.;jasielski, pow.;podkarpackie;4;4200;1743;1739;1651;232;2;210;1051;62;13;55;2;18;6;0
1805092;Skołyszyn, gm.;jasielski, pow.;podkarpackie;11;9941;4278;4274;4029;789;13;831;1803;244;52;231;9;36;21;0
1805112;Tarnowiec, gm.;jasielski, pow.;podkarpackie;5;7401;3079;3078;2922;551;3;247;1631;237;41;162;4;35;11;0
1807012;Chorkówka, gm.;krośnieński, pow.;podkarpackie;14;10493;4373;4372;4159;821;6;467;2194;307;64;211;17;60;12;0
1807023;Dukla, gm.;krośnieński, pow.;podkarpackie;12;11711;4678;4677;4419;1004;10;389;2185;374;43;243;7;147;17;0
1807033;Iwonicz-Zdrój, gm.;krośnieński, pow.;podkarpackie;9;8835;4012;3975;3836;843;14;461;2007;219;60;140;8;77;7;0
1807102;Jaśliska, gm.;krośnieński, pow.;podkarpackie;1;1629;603;602;561;73;3;158;275;23;2;15;1;10;1;0
1807043;Jedlicze, gm.;krośnieński, pow.;podkarpackie;12;12373;4921;4921;4697;1209;9;361;2052;494;108;341;7;95;21;0
1807052;Korczyna, gm.;krośnieński, pow.;podkarpackie;9;8793;3915;3914;3735;638;9;729;1694;308;67;186;16;65;23;0
1807062;Krościenko Wyżne, gm.;krośnieński, pow.;podkarpackie;3;4192;1870;1870;1819;424;3;170;959;124;32;62;1;37;7;0
1807072;Miejsce Piastowe, gm.;krośnieński, pow.;podkarpackie;9;10754;5091;5089;4833;1212;17;348;2404;406;130;198;9;86;23;0
1807083;Rymanów, gm.;krośnieński, pow.;podkarpackie;15;13005;5975;5975;5684;1248;14;575;3016;368;86;253;12;89;23;0
1807092;Wojaszówka, gm.;krośnieński, pow.;podkarpackie;11;7318;2722;2721;2594;656;6;265;1164;260;58;129;6;39;11;0
1821012;Baligród, gm.;leski, pow.;podkarpackie;3;2619;1095;1092;1033;493;2;74;354;54;4;36;2;13;1;0
1821022;Cisna, gm.;leski, pow.;podkarpackie;2;1710;1000;1000;958;525;3;66;183;100;23;41;1;15;1;0
1821033;Lesko, gm.;leski, pow.;podkarpackie;9;9417;3882;3881;3620;1024;9;681;1374;218;66;164;11;64;9;0
1821042;Olszanica, gm.;leski, pow.;podkarpackie;5;4634;1918;1918;1753;521;2;125;686;249;17;108;5;37;3;0
1821052;Solina, gm.;leski, pow.;podkarpackie;8;4682;2062;2062;1947;571;3;201;806;178;25;123;3;29;8;0
1809023;Cieszanów, gm.;lubaczowski, pow.;podkarpackie;7;6084;2668;2668;2549;205;17;1470;608;111;18;81;12;15;12;0
1809032;Horyniec-Zdrój, gm.;lubaczowski, pow.;podkarpackie;5;4241;1760;1760;1678;399;13;326;660;129;23;94;7;19;8;0
1809011;Lubaczów, m.;lubaczowski, pow.;podkarpackie;7;10312;4675;4672;4518;1233;20;744;1542;342;63;463;40;59;12;0
1809042;Lubaczów, gm.;lubaczowski, pow.;podkarpackie;7;7299;2885;2880;2726;458;14;531;1347;161;13;140;36;17;9;0
1809053;Narol, gm.;lubaczowski, pow.;podkarpackie;9;6767;2701;2700;2565;297;7;498;1088;199;29;385;16;31;15;0
1809063;Oleszyce, gm.;lubaczowski, pow.;podkarpackie;7;5285;2296;2296;2127;306;8;651;796;132;20;152;29;23;10;0
1809072;Stary Dzików, gm.;lubaczowski, pow.;podkarpackie;6;3626;1305;1303;1198;106;11;293;583;84;12;84;12;10;3;0
1809082;Wielkie Oczy, gm.;lubaczowski, pow.;podkarpackie;5;3078;1273;1273;1205;137;9;380;510;68;3;61;18;13;6;0
1813012;Bircza, gm.;przemyski, pow.;podkarpackie;9;5386;2195;2195;1998;508;13;236;981;143;11;73;7;17;9;0
1813022;Dubiecko, gm.;przemyski, pow.;podkarpackie;10;7621;2692;2692;2500;557;17;339;1157;152;28;140;14;86;10;0
1813032;Fredropol, gm.;przemyski, pow.;podkarpackie;13;4437;1753;1753;1633;711;11;126;496;75;10;178;13;8;5;0
1813042;Krasiczyn, gm.;przemyski, pow.;podkarpackie;5;3794;1690;1690;1577;481;11;113;556;125;17;242;3;26;3;0
1813052;Krzywcza, gm.;przemyski, pow.;podkarpackie;6;3947;1453;1453;1325;195;8;92;879;53;13;54;8;16;7;0
1813062;Medyka, gm.;przemyski, pow.;podkarpackie;8;5165;2290;2272;2153;591;21;139;978;163;29;161;8;48;15;0
1813072;Orły, gm.;przemyski, pow.;podkarpackie;10;6721;2817;2817;2664;455;5;884;1057;115;21;78;6;33;10;0
1813082;Przemyśl, gm.;przemyski, pow.;podkarpackie;7;7804;3314;3314;3124;1068;34;228;1175;239;53;242;7;71;7;0
1813092;Stubno, gm.;przemyski, pow.;podkarpackie;5;3199;1167;1167;1092;227;7;152;367;76;8;225;10;17;3;0
1813102;Żurawica, gm.;przemyski, pow.;podkarpackie;12;10260;4798;4798;4498;1656;84;334;1777;291;52;201;11;67;25;0
1814022;Adamówka, gm.;przeworski, pow.;podkarpackie;4;3296;1320;1317;1238;146;4;261;553;77;8;150;12;24;3;0
1814032;Gać, gm.;przeworski, pow.;podkarpackie;5;3659;1473;1473;1363;187;17;321;680;66;16;51;2;16;7;0
1814042;Jawornik Polski, gm.;przeworski, pow.;podkarpackie;4;3877;1427;1427;1283;269;5;316;526;73;6;55;6;22;5;0
1814053;Kańczuga, gm.;przeworski, pow.;podkarpackie;9;10209;3754;3739;3478;752;23;567;1497;329;42;181;15;61;11;0
1814011;Przeworsk, m.;przeworski, pow.;podkarpackie;11;13012;6538;6532;6329;1864;97;650;2799;332;153;305;6;114;9;0
1814062;Przeworsk, gm.;przeworski, pow.;podkarpackie;11;11627;5709;5709;5399;547;37;1044;3263;214;31;115;16;124;8;0
1814073;Sieniawa, gm.;przeworski, pow.;podkarpackie;9;5536;2578;2578;2428;813;10;481;790;131;11;157;11;17;7;0
1814082;Tryńcza, gm.;przeworski, pow.;podkarpackie;7;6454;2662;2654;2502;303;9;374;1553;112;22;83;11;22;13;0
1814092;Zarzecze, gm.;przeworski, pow.;podkarpackie;9;5669;2585;2567;2407;216;24;816;1054;111;30;117;10;26;3;0
1817022;Besko, gm.;sanocki, pow.;podkarpackie;3;3400;1164;1164;1102;191;3;180;571;47;19;69;1;16;5;0
1817032;Bukowsko, gm.;sanocki, pow.;podkarpackie;3;4250;1736;1736;1630;368;2;267;647;99;25;189;5;20;8;0
1817042;Komańcza, gm.;sanocki, pow.;podkarpackie;9;4795;1476;1476;1408;537;4;188;278;222;20;121;9;19;10;0
1817011;Sanok, m.;sanocki, pow.;podkarpackie;22;31951;14889;14863;14384;5266;21;1083;4842;1153;241;1442;15;263;58;0
1817052;Sanok, gm.;sanocki, pow.;podkarpackie;18;13649;5311;5302;4991;905;16;956;2353;267;58;324;26;72;14;0
1817062;Tyrawa Wołoska, gm.;sanocki, pow.;podkarpackie;1;1536;471;471;433;102;1;85;202;21;3;17;0;2;0;0
1817073;Zagórz, gm.;sanocki, pow.;podkarpackie;8;10372;4013;4012;3786;1066;11;470;1702;222;41;207;10;47;10;0
1817082;Zarszyn, gm.;sanocki, pow.;podkarpackie;7;7382;2914;2914;2773;456;6;1064;830;178;26;154;11;36;12;0
1861011;Krosno;Krosno;podkarpackie;27;38607;19360;19334;18919;6907;41;915;7007;1950;453;1233;49;308;56;0
1862011;Przemyśl;Przemyśl;podkarpackie;39;52922;26312;26286;25364;10579;297;876;8788;2167;419;1737;35;383;83;0
1803022;Brzostek, gm.;dębicki, pow.;podkarpackie;12;10179;4207;4205;3873;449;22;513;2493;144;25;138;15;48;26;0
1803032;Czarna, gm.;dębicki, pow.;podkarpackie;13;9989;4643;4643;4388;740;21;855;2174;229;80;173;14;77;25;0
1803042;Dębica, gm.;dębicki, pow.;podkarpackie;17;19222;9049;9048;8510;1562;24;1901;4068;473;106;233;9;107;27;0
1803011;Dębica, m.;dębicki, pow.;podkarpackie;26;38583;20247;20209;19388;5994;117;1787;7995;1484;507;1044;17;367;76;0
1803052;Jodłowa, gm.;dębicki, pow.;podkarpackie;5;4352;1649;1651;1516;142;2;228;1016;49;20;30;3;19;7;0
1803063;Pilzno, gm.;dębicki, pow.;podkarpackie;17;13849;6674;6672;6211;698;15;1300;3500;274;114;156;24;105;25;0
1803072;Żyraków, gm.;dębicki, pow.;podkarpackie;14;10693;4951;4950;4632;710;11;734;2642;198;74;157;16;76;14;0
1806012;Cmolas, gm.;kolbuszowski, pow.;podkarpackie;9;6201;2779;2779;2577;235;57;231;1730;99;80;96;5;35;9;0
1806062;Dzikowiec, gm.;kolbuszowski, pow.;podkarpackie;6;5121;2108;2108;1973;141;73;239;1342;63;26;65;2;19;3;0
1806023;Kolbuszowa, gm.;kolbuszowski, pow.;podkarpackie;20;20080;9723;9718;9271;1257;195;651;6088;403;214;346;7;93;17;0
1806032;Majdan Królewski, gm.;kolbuszowski, pow.;podkarpackie;8;7739;3363;3347;3194;351;86;148;2274;186;8;82;6;46;7;0
1806042;Niwiska, gm.;kolbuszowski, pow.;podkarpackie;9;4581;2185;2182;2013;156;12;784;917;65;24;40;5;7;3;0
1806052;Raniżów, gm.;kolbuszowski, pow.;podkarpackie;8;5624;2571;2568;2452;262;40;172;1741;102;36;66;4;23;6;0
1808022;Grodzisko Dolne, gm.;leżajski, pow.;podkarpackie;7;6506;3267;3267;3112;1480;5;128;1323;63;13;40;2;55;3;0
1808032;Kuryłówka, gm.;leżajski, pow.;podkarpackie;6;4582;1974;1974;1854;505;3;287;835;86;27;72;2;34;3;0
1808011;Leżajsk, m.;leżajski, pow.;podkarpackie;9;11819;6023;6022;5815;2368;7;199;2342;333;196;213;7;125;25;0
1808042;Leżajsk, gm.;leżajski, pow.;podkarpackie;15;15515;6928;6926;6560;1520;17;388;4115;230;72;95;7;98;18;0
1808053;Nowa Sarzyna, gm.;leżajski, pow.;podkarpackie;16;16868;8093;8085;7793;1214;17;832;4971;311;132;190;8;98;20;0
1810022;Białobrzegi, gm.;łańcucki, pow.;podkarpackie;5;6461;2935;2935;2778;449;18;326;1559;123;37;80;11;166;9;0
1810032;Czarna, gm.;łańcucki, pow.;podkarpackie;8;8733;4663;4659;4488;598;20;525;2954;159;53;85;14;72;8;0
1810011;Łańcut, m.;łańcucki, pow.;podkarpackie;11;14559;7867;7862;7635;2330;38;522;3545;526;150;339;7;167;11;0
1810042;Łańcut, gm.;łańcucki, pow.;podkarpackie;11;16453;8341;8311;8013;1300;40;820;4921;365;128;215;25;168;31;0
1810052;Markowa, gm.;łańcucki, pow.;podkarpackie;4;5175;2195;2194;2089;260;10;290;1294;108;24;62;4;31;6;0
1810062;Rakszawa, gm.;łańcucki, pow.;podkarpackie;7;5657;2806;2805;2683;316;8;210;1877;96;41;81;1;41;12;0
1810072;Żołynia, gm.;łańcucki, pow.;podkarpackie;5;5402;2514;2513;2392;451;68;365;1222;120;29;80;12;36;9;0
1811022;Borowa, gm.;mielecki, pow.;podkarpackie;10;4427;2121;2121;1967;264;1;723;716;114;11;114;3;14;7;0
1811032;Czermin, gm.;mielecki, pow.;podkarpackie;6;5364;2033;2033;1890;294;12;373;919;129;20;95;9;28;11;0
1811042;Gawłuszowice, gm.;mielecki, pow.;podkarpackie;7;2213;1022;1022;925;130;8;279;406;45;3;31;8;9;6;0
1811011;Mielec, m.;mielecki, pow.;podkarpackie;30;50252;25913;25896;25005;8580;217;1440;9726;2158;509;1863;36;391;85;0
1811052;Mielec, gm.;mielecki, pow.;podkarpackie;8;9979;4591;4590;4360;1022;29;622;2040;271;45;251;10;50;20;0
1811062;Padew Narodowa, gm.;mielecki, pow.;podkarpackie;11;4281;2073;2073;1952;311;4;469;969;92;11;66;8;17;5;0
1811072;Przecław, gm.;mielecki, pow.;podkarpackie;10;8742;3829;3827;3613;732;10;507;2036;145;18;104;7;47;7;0
1811083;Radomyśl Wielki, gm.;mielecki, pow.;podkarpackie;13;10728;4401;4400;4129;539;14;612;2354;226;36;282;9;39;18;0
1811092;Tuszów Narodowy, gm.;mielecki, pow.;podkarpackie;8;6059;3241;3241;3010;324;20;876;1517;134;19;81;4;25;10;0
1811102;Wadowice Górne, gm.;mielecki, pow.;podkarpackie;9;5647;2319;2318;2204;235;7;615;1104;92;12;91;5;32;11;0
1812012;Harasiuki, gm.;niżański, pow.;podkarpackie;6;5055;1904;1904;1744;242;3;381;780;165;35;95;12;24;7;0
1812022;Jarocin, gm.;niżański, pow.;podkarpackie;7;4366;1555;1554;1472;209;11;246;692;137;17;127;10;12;11;0
1812032;Jeżowe, gm.;niżański, pow.;podkarpackie;12;7663;3601;3601;3441;158;7;415;2647;80;35;53;12;25;9;0
1812042;Krzeszów, gm.;niżański, pow.;podkarpackie;5;3492;1407;1405;1336;171;4;241;690;128;17;65;6;12;2;0
1812053;Nisko, gm.;niżański, pow.;podkarpackie;13;18174;7929;7928;7518;1585;23;581;3314;557;138;1202;12;84;22;0
1812063;Rudnik nad Sanem, gm.;niżański, pow.;podkarpackie;8;8320;3273;3273;3085;789;14;247;1423;247;81;203;6;60;15;0
1812073;Ulanów, gm.;niżański, pow.;podkarpackie;11;6996;2656;2655;2472;469;11;368;1228;167;47;139;4;28;11;0
1815012;Iwierzyce, gm.;ropczycko-sędziszowski, pow.;podkarpackie;9;5870;2952;2951;2837;243;11;533;1660;116;48;146;7;65;8;0
1815022;Ostrów, gm.;ropczycko-sędziszowski, pow.;podkarpackie;8;5501;2084;2084;1957;210;5;426;1101;80;18;72;2;37;6;0
1815033;Ropczyce, gm.;ropczycko-sędziszowski, pow.;podkarpackie;21;20875;10516;10510;9953;1018;18;2812;4902;378;108;316;8;372;21;0
1815043;Sędziszów Małopolski, gm.;ropczycko-sędziszowski, pow.;podkarpackie;21;18378;9357;9355;8965;1253;24;1126;5578;341;125;314;13;163;28;0
1815052;Wielopole Skrzyńskie, gm.;ropczycko-sędziszowski, pow.;podkarpackie;6;6460;2793;2792;2653;163;6;837;1364;99;27;67;5;80;5;0
1816023;Błażowa, gm.;rzeszowski, pow.;podkarpackie;9;8528;3878;3878;3656;444;18;769;2016;138;46;160;6;46;13;0
1816032;Boguchwała, gm.;rzeszowski, pow.;podkarpackie;12;15018;8054;8006;7702;1590;23;763;4010;477;187;392;31;180;49;0
1816042;Chmielnik, gm.;rzeszowski, pow.;podkarpackie;6;5108;2548;2536;2372;324;10;280;1380;118;28;170;9;48;5;0
1816052;Dynów, gm.;rzeszowski, pow.;podkarpackie;10;5646;2012;2012;1889;252;1;234;1134;108;11;126;8;15;0;0
1816011;Dynów, m.;rzeszowski, pow.;podkarpackie;5;4995;2304;2304;2207;463;3;134;1172;129;21;251;3;26;5;0
1816063;Głogów Małopolski, gm.;rzeszowski, pow.;podkarpackie;15;14524;7548;7545;7186;1636;20;697;3553;546;121;408;19;153;33;0
1816072;Hyżne, gm.;rzeszowski, pow.;podkarpackie;8;5402;2820;2820;2696;267;6;429;1676;148;43;76;9;36;6;0
1816082;Kamień, gm.;rzeszowski, pow.;podkarpackie;5;5416;2511;2508;2398;193;4;269;1711;83;32;51;11;39;5;0
1816092;Krasne, gm.;rzeszowski, pow.;podkarpackie;6;8032;4323;4323;4128;1007;15;439;2042;266;64;179;15;83;18;0
1816102;Lubenia, gm.;rzeszowski, pow.;podkarpackie;4;5226;2531;2531;2400;379;14;169;1538;116;27;100;4;47;6;0
1816113;Sokołów Małopolski, gm.;rzeszowski, pow.;podkarpackie;13;13048;6567;6560;6221;928;17;203;4549;232;68;138;12;58;16;0
1816122;Świlcza, gm.;rzeszowski, pow.;podkarpackie;11;12429;6291;6286;5975;1236;32;618;3164;339;115;274;9;136;52;0
1816132;Trzebownisko, gm.;rzeszowski, pow.;podkarpackie;13;15318;8037;8036;7712;1663;29;721;4101;482;141;377;17;165;16;0
1816143;Tyczyn, gm.;rzeszowski, pow.;podkarpackie;6;8559;4263;4262;4062;695;15;399;2347;223;83;173;8;104;15;0
