"Kod TERYT";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW - ZPOW-601-21/19";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"KOMITET WYBORCZY PRAWICA - ZPOW-601-20/19";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA - ZPOW-601-17/19";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA - ZPOW-601-15/19"
"021603";"gm. Grębocice";"polkowicki";"dolnośląskie";"3904";"4155";"1660";"2244";"3";"7";"0";"0";"0";"0";"0";"0";"0";"2243";"0";"0";"2243";"45";"30";"15";"0";"2198";"334";"";"129";"184";"";"1275";"";"215";"61";""
"021604";"gm. Polkowice";"polkowicki";"dolnośląskie";"18658";"20286";"6481";"12178";"15";"72";"1";"1";"0";"0";"0";"0";"1";"12174";"1";"0";"12174";"177";"132";"45";"0";"11997";"2208";"";"722";"730";"";"6154";"";"1787";"396";""
"021605";"gm. Przemków";"polkowicki";"dolnośląskie";"6098";"6616";"2639";"3459";"3";"19";"0";"0";"0";"0";"0";"0";"0";"3459";"0";"0";"3459";"70";"46";"24";"0";"3389";"569";"";"191";"198";"";"1911";"";"417";"103";""
"021606";"gm. Radwanice";"polkowicki";"dolnośląskie";"3402";"3721";"1256";"2146";"4";"5";"0";"0";"0";"0";"0";"0";"0";"2145";"0";"0";"2145";"34";"16";"18";"0";"2111";"354";"";"118";"193";"";"1132";"";"248";"66";""
"021701";"gm. Borów";"strzeliński";"dolnośląskie";"3809";"4295";"1285";"2524";"1";"13";"0";"0";"0";"0";"0";"0";"0";"2524";"0";"0";"2524";"45";"29";"16";"0";"2479";"421";"";"123";"335";"";"1372";"";"170";"58";""
"021702";"gm. Kondratowice";"strzeliński";"dolnośląskie";"3100";"3495";"1263";"1837";"9";"5";"0";"0";"0";"0";"0";"0";"0";"1837";"0";"0";"1837";"46";"29";"17";"0";"1791";"450";"";"84";"148";"";"978";"";"98";"33";""
"021703";"gm. Przeworno";"strzeliński";"dolnośląskie";"3502";"3904";"1465";"2037";"3";"10";"0";"0";"0";"0";"0";"0";"0";"2037";"0";"0";"2037";"46";"31";"15";"0";"1991";"394";"";"97";"235";"";"1091";"";"126";"48";""
"021704";"gm. Strzelin";"strzeliński";"dolnośląskie";"16702";"18045";"6090";"10613";"8";"66";"0";"0";"0";"0";"0";"0";"0";"10612";"0";"0";"10612";"106";"68";"38";"0";"10506";"3437";"";"622";"1005";"";"4241";"";"951";"250";""
"021705";"gm. Wiązów";"strzeliński";"dolnośląskie";"5202";"5748";"2089";"3113";"5";"11";"0";"0";"0";"0";"0";"0";"0";"3113";"0";"0";"3113";"51";"36";"15";"0";"3062";"545";"";"167";"240";"";"1839";"";"204";"67";""
"021801";"gm. Kostomłoty";"średzki";"dolnośląskie";"4996";"5647";"1924";"3072";"2";"12";"0";"0";"0";"0";"0";"0";"0";"3071";"0";"0";"3071";"49";"27";"22";"0";"3022";"461";"";"208";"389";"";"1576";"";"331";"57";""
"021802";"gm. Malczyce";"średzki";"dolnośląskie";"4201";"4631";"1731";"2470";"2";"4";"0";"0";"0";"0";"0";"0";"0";"2470";"0";"2";"2468";"25";"17";"8";"0";"2443";"560";"";"161";"163";"";"1245";"";"215";"99";""
"021803";"gm. Miękinia";"średzki";"dolnośląskie";"11402";"12564";"3374";"8028";"1";"40";"0";"0";"0";"0";"0";"0";"0";"8028";"0";"0";"8028";"76";"42";"34";"0";"7952";"2577";"";"667";"494";"";"2840";"";"1079";"295";""
"021804";"gm. Środa Śląska";"średzki";"dolnośląskie";"14097";"15434";"5222";"8877";"4";"22";"0";"0";"0";"0";"0";"0";"0";"8877";"0";"0";"8877";"117";"79";"38";"0";"8760";"2373";"";"575";"671";"";"3793";"";"1059";"289";""
"021805";"gm. Udanin";"średzki";"dolnośląskie";"3801";"4200";"1531";"2270";"2";"4";"0";"0";"0";"0";"0";"0";"0";"2270";"0";"0";"2270";"33";"27";"6";"0";"2237";"351";"";"117";"172";"";"1353";"";"192";"52";""
"021901";"m. Świdnica";"świdnicki";"dolnośląskie";"41091";"44345";"13175";"27915";"29";"109";"8";"8";"0";"0";"0";"0";"8";"27915";"8";"1";"27914";"257";"168";"89";"0";"27657";"10137";"";"1691";"1221";"";"9587";"";"4512";"509";""
"021902";"m. Świebodzice";"świdnicki";"dolnośląskie";"16210";"17557";"6057";"10153";"25";"34";"0";"0";"0";"0";"0";"0";"0";"10152";"0";"0";"10152";"114";"72";"42";"0";"10038";"3295";"";"604";"492";"";"3945";"";"1487";"215";""
"021903";"gm. Dobromierz";"świdnicki";"dolnośląskie";"3804";"4170";"1661";"2143";"2";"6";"1";"1";"0";"0";"0";"0";"1";"2144";"1";"0";"2144";"52";"40";"12";"0";"2092";"501";"";"120";"127";"";"1121";"";"183";"40";""
"021904";"gm. Jaworzyna Śląska";"świdnicki";"dolnośląskie";"7504";"8164";"3201";"4302";"9";"19";"0";"0";"0";"0";"0";"0";"0";"4303";"0";"0";"4303";"72";"55";"17";"0";"4231";"1014";"";"269";"212";"";"2181";"";"472";"83";""
"021905";"gm. Marcinowice";"świdnicki";"dolnośląskie";"4670";"5141";"1680";"2991";"3";"29";"0";"0";"0";"0";"0";"0";"0";"2990";"0";"0";"2990";"50";"31";"19";"0";"2940";"664";"";"211";"229";"";"1484";"";"295";"57";""
"021906";"gm. Strzegom";"świdnicki";"dolnośląskie";"18784";"20493";"7306";"11478";"25";"76";"0";"0";"0";"0";"0";"0";"0";"11477";"0";"2";"11475";"173";"114";"59";"0";"11302";"2993";"";"710";"630";"";"5332";"";"1339";"298";""
"021907";"gm. Świdnica";"świdnicki";"dolnośląskie";"12357";"13474";"4464";"7893";"6";"21";"1";"1";"0";"0";"0";"0";"1";"7893";"1";"0";"7893";"105";"73";"32";"0";"7788";"2244";"";"541";"547";"";"3316";"";"986";"154";""
"021908";"gm. Żarów";"świdnicki";"dolnośląskie";"9112";"9918";"3625";"5487";"6";"26";"0";"0";"0";"0";"0";"0";"0";"5484";"0";"0";"5484";"70";"49";"21";"0";"5414";"1334";"";"355";"272";"";"2435";"";"924";"94";""
"022001";"gm. Oborniki Śląskie";"trzebnicki";"dolnośląskie";"14580";"15924";"4158";"10418";"15";"73";"2";"2";"0";"0";"0";"0";"2";"10423";"2";"1";"10422";"113";"64";"49";"0";"10309";"3212";"";"754";"553";"";"4044";"";"1380";"366";""
"022002";"gm. Prusice";"trzebnicki";"dolnośląskie";"6856";"7484";"2809";"4047";"2";"15";"0";"0";"0";"0";"0";"0";"0";"4046";"0";"1";"4045";"68";"47";"21";"0";"3977";"846";"";"236";"295";"";"2138";"";"327";"135";""
"022003";"gm. Trzebnica";"trzebnicki";"dolnośląskie";"16954";"18642";"5413";"11541";"11";"78";"2";"2";"0";"0";"0";"0";"2";"11542";"2";"0";"11542";"148";"93";"55";"0";"11394";"3017";"";"756";"723";"";"4788";"";"1344";"766";""
"022004";"gm. Wisznia Mała";"trzebnicki";"dolnośląskie";"7399";"8166";"1940";"5459";"3";"35";"0";"0";"0";"0";"0";"0";"0";"5459";"0";"4";"5455";"42";"23";"19";"0";"5413";"1621";"";"356";"381";"";"2223";"";"634";"198";""
"022005";"gm. Zawonia";"trzebnicki";"dolnośląskie";"4307";"4673";"1812";"2494";"9";"14";"1";"1";"0";"0";"0";"0";"1";"2493";"1";"0";"2493";"42";"27";"15";"0";"2451";"566";"";"202";"207";"";"1149";"";"226";"101";""
"022006";"gm. Żmigród";"trzebnicki";"dolnośląskie";"10541";"11556";"4435";"6106";"5";"20";"0";"0";"0";"0";"0";"0";"0";"6106";"0";"0";"6106";"92";"59";"33";"0";"6014";"1381";"";"416";"547";"";"2635";"";"711";"324";""
"022101";"m. Boguszów-Gorce";"wałbrzyski";"dolnośląskie";"10975";"11849";"5163";"5812";"13";"27";"0";"0";"0";"0";"0";"0";"0";"5812";"0";"0";"5812";"80";"55";"25";"0";"5732";"2091";"";"297";"317";"";"2062";"";"801";"164";""
"022102";"m. Jedlina-Zdrój";"wałbrzyski";"dolnośląskie";"3429";"3748";"1287";"2142";"7";"39";"0";"0";"0";"0";"0";"0";"0";"2142";"0";"1";"2141";"26";"15";"11";"0";"2115";"843";"";"101";"143";"";"688";"";"297";"43";""
"022103";"m. Szczawno-Zdrój";"wałbrzyski";"dolnośląskie";"4338";"4836";"1096";"3242";"16";"312";"2";"2";"0";"0";"0";"0";"2";"3244";"2";"0";"3244";"17";"10";"7";"0";"3227";"1414";"";"136";"142";"";"972";"";"499";"64";""
"022104";"gm. Czarny Bór";"wałbrzyski";"dolnośląskie";"3502";"3819";"1259";"2243";"1";"5";"0";"0";"0";"0";"0";"0";"0";"2243";"0";"0";"2243";"46";"32";"14";"0";"2197";"591";"";"141";"158";"";"1005";"";"256";"46";""
"022105";"gm. Głuszyca";"wałbrzyski";"dolnośląskie";"6292";"6951";"2740";"3552";"4";"26";"2";"2";"0";"0";"0";"0";"2";"3550";"2";"0";"3550";"54";"38";"16";"0";"3496";"1368";"";"172";"259";"";"1233";"";"385";"79";""
"022106";"gm. Mieroszów";"wałbrzyski";"dolnośląskie";"4914";"5324";"2169";"2745";"2";"29";"0";"0";"0";"0";"0";"0";"0";"2745";"0";"0";"2745";"51";"30";"21";"0";"2694";"1013";"";"161";"116";"";"1005";"";"339";"60";""
"022107";"gm. Stare Bogaczowice";"wałbrzyski";"dolnośląskie";"3075";"3382";"1125";"1950";"2";"11";"0";"0";"0";"0";"0";"0";"0";"1950";"0";"1";"1949";"32";"14";"18";"0";"1917";"616";"";"89";"139";"";"808";"";"219";"46";""
"022108";"gm. Walim";"wałbrzyski";"dolnośląskie";"4061";"4475";"1689";"2372";"2";"47";"0";"0";"0";"0";"0";"0";"0";"2372";"0";"0";"2372";"37";"31";"6";"0";"2335";"733";"";"123";"268";"";"927";"";"245";"39";""
"022201";"gm. Brzeg Dolny";"wołowski";"dolnośląskie";"11603";"12708";"4175";"7428";"8";"32";"0";"0";"0";"0";"0";"0";"0";"7425";"0";"0";"7425";"109";"64";"45";"0";"7316";"2132";"";"507";"393";"";"2784";"";"1265";"235";""
"022202";"gm. Wińsko";"wołowski";"dolnośląskie";"6100";"6752";"2632";"3468";"8";"14";"0";"0";"0";"0";"0";"0";"0";"3465";"0";"0";"3465";"63";"43";"20";"0";"3402";"509";"";"181";"203";"";"2186";"";"235";"88";""
"022203";"gm. Wołów";"wołowski";"dolnośląskie";"17438";"18796";"7118";"10320";"10";"55";"0";"0";"0";"0";"0";"0";"0";"10317";"0";"0";"10317";"147";"82";"65";"0";"10170";"2590";"";"655";"823";"";"4572";"";"1189";"341";""
"022301";"gm. Czernica";"wrocławski";"dolnośląskie";"10911";"12096";"2023";"8885";"5";"78";"1";"1";"0";"0";"0";"0";"1";"8889";"1";"2";"8887";"57";"35";"22";"0";"8830";"3300";"";"661";"558";"";"2917";"";"1101";"293";""
"022302";"gm. Długołęka";"wrocławski";"dolnośląskie";"22296";"25356";"4170";"18125";"13";"147";"1";"1";"0";"0";"0";"0";"1";"18116";"1";"1";"18115";"157";"74";"83";"0";"17958";"5953";"";"1356";"1201";"";"6431";"";"2370";"647";""
"022303";"gm. Jordanów Śląski";"wrocławski";"dolnośląskie";"2299";"2530";"779";"1519";"1";"12";"0";"0";"0";"0";"0";"0";"0";"1519";"0";"0";"1519";"13";"6";"7";"0";"1506";"306";"";"100";"132";"";"782";"";"135";"51";""
"022304";"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";"16738";"18404";"4412";"12324";"6";"101";"1";"1";"0";"0";"0";"0";"1";"12324";"1";"2";"12322";"102";"65";"37";"0";"12220";"3568";"";"845";"1336";"";"4407";"";"1468";"596";""
"022305";"gm. Kobierzyce";"wrocławski";"dolnośląskie";"14200";"15369";"3524";"10676";"2";"140";"0";"0";"0";"0";"0";"0";"0";"10676";"0";"0";"10676";"92";"54";"38";"0";"10584";"4052";"";"753";"644";"";"3205";"";"1515";"415";""
"022306";"gm. Mietków";"wrocławski";"dolnośląskie";"2871";"3112";"1024";"1847";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1847";"0";"0";"1847";"20";"11";"9";"0";"1827";"363";"";"122";"208";"";"849";"";"203";"82";""
"022307";"gm. Sobótka";"wrocławski";"dolnośląskie";"9336";"10212";"3354";"5982";"5";"44";"0";"0";"0";"0";"0";"0";"0";"5981";"0";"2";"5979";"82";"49";"33";"0";"5897";"1615";"";"417";"415";"";"2503";"";"708";"239";""
"022308";"gm. Siechnice";"wrocławski";"dolnośląskie";"15163";"16829";"3086";"12077";"2";"103";"0";"0";"0";"0";"0";"0";"0";"12076";"0";"2";"12074";"90";"58";"32";"0";"11984";"4080";"";"925";"752";"";"3864";"";"1653";"710";""
"022309";"gm. Żórawina";"wrocławski";"dolnośląskie";"7801";"8552";"2263";"5538";"6";"28";"0";"0";"0";"0";"0";"0";"0";"5538";"0";"0";"5538";"55";"34";"21";"0";"5483";"1727";"";"424";"419";"";"2000";"";"680";"233";""
"022401";"gm. Bardo";"ząbkowicki";"dolnośląskie";"3869";"4251";"1654";"2215";"6";"38";"0";"0";"0";"0";"0";"0";"0";"2215";"0";"0";"2215";"42";"29";"13";"0";"2173";"571";"";"89";"257";"";"958";"";"240";"58";""
"022402";"gm. Ciepłowody";"ząbkowicki";"dolnośląskie";"2253";"2482";"1094";"1159";"3";"2";"0";"0";"0";"0";"0";"0";"0";"1155";"0";"0";"1155";"24";"14";"10";"0";"1131";"228";"";"64";"154";"";"596";"";"68";"21";""
"022403";"gm. Kamieniec Ząbkowicki";"ząbkowicki";"dolnośląskie";"6034";"6549";"2623";"3411";"9";"21";"0";"0";"0";"0";"0";"0";"0";"3411";"0";"0";"3411";"73";"59";"14";"0";"3338";"744";"";"153";"429";"";"1584";"";"350";"78";""
"022404";"gm. Stoszowice";"ząbkowicki";"dolnośląskie";"3932";"4359";"1672";"2260";"1";"86";"1";"1";"0";"0";"0";"0";"1";"2261";"1";"0";"2261";"59";"54";"5";"0";"2202";"308";"";"75";"632";"";"995";"";"160";"32";""
"022405";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"15957";"17343";"6230";"9727";"14";"45";"0";"0";"0";"0";"0";"0";"0";"9727";"0";"1";"9726";"117";"86";"31";"0";"9609";"2972";"";"385";"973";"";"4263";"";"877";"139";""
"022406";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"12557";"13603";"5718";"6839";"8";"38";"0";"0";"0";"0";"0";"0";"0";"6839";"0";"0";"6839";"104";"76";"28";"0";"6735";"1443";"";"356";"791";"";"3393";"";"619";"133";""
"022407";"gm. Złoty Stok";"ząbkowicki";"dolnośląskie";"3330";"3595";"1475";"1855";"2";"19";"1";"1";"0";"0";"0";"0";"1";"1856";"1";"0";"1856";"32";"23";"9";"0";"1824";"431";"";"87";"205";"";"836";"";"222";"43";""
"022501";"m. Zawidów";"zgorzelecki";"dolnośląskie";"3001";"3265";"1215";"1786";"0";"25";"0";"0";"0";"0";"0";"0";"0";"1786";"0";"0";"1786";"36";"27";"9";"0";"1750";"333";"";"86";"416";"";"657";"";"227";"31";""
"022502";"m. Zgorzelec";"zgorzelecki";"dolnośląskie";"22707";"24942";"7948";"14764";"16";"251";"1";"1";"0";"0";"0";"0";"1";"14763";"1";"23";"14740";"120";"80";"40";"0";"14620";"4394";"";"686";"1066";"";"5430";"";"2631";"413";""
"022503";"gm. Bogatynia";"zgorzelecki";"dolnośląskie";"16843";"18191";"7137";"9707";"14";"77";"0";"0";"0";"0";"0";"0";"0";"9706";"0";"0";"9706";"179";"124";"55";"0";"9527";"1652";"";"653";"1339";"";"4082";"";"1519";"282";""
"022504";"gm. Pieńsk";"zgorzelecki";"dolnośląskie";"6404";"6961";"3029";"3375";"2";"18";"0";"0";"0";"0";"0";"0";"0";"3375";"0";"0";"3375";"64";"47";"17";"0";"3311";"694";"";"275";"291";"";"1416";"";"555";"80";""
"022505";"gm. Sulików";"zgorzelecki";"dolnośląskie";"4405";"4724";"1884";"2521";"4";"3";"0";"0";"0";"0";"0";"0";"0";"2521";"0";"2";"2519";"70";"50";"20";"0";"2449";"430";"";"138";"297";"";"1298";"";"228";"58";""
"022506";"gm. Węgliniec";"zgorzelecki";"dolnośląskie";"6101";"6602";"2791";"3310";"5";"15";"0";"0";"0";"0";"0";"0";"0";"3310";"0";"0";"3310";"66";"39";"27";"0";"3244";"745";"";"220";"289";"";"1458";"";"446";"86";""
"022507";"gm. Zgorzelec";"zgorzelecki";"dolnośląskie";"6097";"6710";"2484";"3613";"3";"62";"0";"0";"0";"0";"0";"0";"0";"3613";"0";"0";"3613";"60";"47";"13";"0";"3553";"827";"";"210";"305";"";"1580";"";"498";"133";""
"022601";"m. Wojcieszów";"złotoryjski";"dolnośląskie";"2714";"2905";"1276";"1438";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1438";"0";"0";"1438";"34";"23";"11";"0";"1404";"375";"";"58";"76";"";"577";"";"301";"17";""
"022602";"m. Złotoryja";"złotoryjski";"dolnośląskie";"11512";"12255";"4310";"7202";"7";"30";"1";"0";"0";"0";"0";"0";"0";"7200";"0";"1";"7199";"81";"48";"33";"0";"7118";"1850";"";"305";"412";"";"2777";"";"1683";"91";""
"022603";"gm. Pielgrzymka";"złotoryjski";"dolnośląskie";"3413";"3594";"1608";"1805";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1805";"0";"0";"1805";"52";"35";"17";"0";"1753";"319";"";"93";"233";"";"868";"";"214";"26";""
"022604";"gm. Świerzawa";"złotoryjski";"dolnośląskie";"5501";"6022";"2449";"3051";"10";"55";"0";"0";"0";"0";"0";"0";"0";"3052";"0";"0";"3052";"69";"51";"18";"0";"2983";"773";"";"154";"276";"";"1258";"";"476";"46";""
"022605";"gm. Zagrodno";"złotoryjski";"dolnośląskie";"3903";"4223";"1710";"2193";"2";"5";"0";"0";"0";"0";"0";"0";"0";"2193";"0";"0";"2193";"36";"27";"9";"0";"2157";"294";"";"97";"219";"";"1303";"";"210";"34";""
"022606";"gm. Złotoryja";"złotoryjski";"dolnośląskie";"5100";"5455";"2134";"2966";"2";"6";"0";"0";"0";"0";"0";"0";"0";"2966";"0";"0";"2966";"55";"41";"14";"0";"2911";"574";"";"126";"295";"";"1446";"";"400";"70";""
"026101";"m. Jelenia Góra";"Jelenia Góra";"dolnośląskie";"57508";"61948";"18539";"38968";"44";"549";"15";"14";"6";"0";"0";"0";"8";"38969";"8";"4";"38965";"332";"165";"167";"0";"38633";"13449";"";"2019";"2083";"";"12020";"";"8474";"588";""
"026201";"m. Legnica";"Legnica";"dolnośląskie";"68609";"74607";"23902";"44707";"35";"239";"6";"6";"0";"0";"0";"0";"6";"44699";"6";"31";"44668";"330";"171";"159";"0";"44338";"12557";"";"2817";"2206";"";"17610";"";"7719";"1429";""
"026401";"m. Wrocław";"Wrocław";"dolnośląskie";"445094";"508265";"83240";"361845";"369";"7210";"69";"67";"2";"0";"0";"0";"65";"361804";"65";"68";"361736";"2041";"1041";"1000";"0";"359695";"133336";"";"28799";"18235";"";"104023";"";"65927";"9375";""
"026501";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"77641";"84261";"30341";"47299";"45";"254";"16";"15";"2";"1";"0";"0";"12";"47302";"12";"20";"47282";"615";"393";"222";"0";"46667";"19671";"";"1979";"1675";"";"15816";"";"6109";"1417";""
"040101";"m. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"8884";"9708";"3540";"5344";"4";"61";"0";"0";"0";"0";"0";"0";"0";"5343";"0";"0";"5343";"50";"31";"19";"0";"5293";"1284";"";"358";"487";"";"2021";"";"1037";"106";""
"040102";"m. Ciechocinek";"aleksandrowski";"kujawsko-pomorskie";"8742";"10849";"940";"7792";"14";"2166";"2";"2";"0";"0";"0";"0";"2";"7793";"2";"0";"7793";"59";"28";"31";"0";"7734";"2249";"";"389";"466";"";"3029";"";"1428";"173";""
"040103";"m. Nieszawa";"aleksandrowski";"kujawsko-pomorskie";"1399";"1535";"533";"866";"4";"8";"0";"0";"0";"0";"0";"0";"0";"866";"0";"0";"866";"21";"12";"9";"0";"845";"173";"";"62";"120";"";"366";"";"113";"11";""
"040104";"gm. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"8262";"9103";"3606";"4656";"4";"23";"1";"1";"0";"0";"0";"0";"1";"4657";"1";"0";"4657";"81";"58";"23";"0";"4576";"817";"";"343";"575";"";"2194";"";"567";"80";""
"040105";"gm. Bądkowo";"aleksandrowski";"kujawsko-pomorskie";"3148";"3461";"1348";"1800";"2";"15";"0";"0";"0";"0";"0";"0";"0";"1800";"0";"0";"1800";"35";"23";"12";"0";"1765";"186";"";"104";"271";"";"950";"";"229";"25";""
"040106";"gm. Koneck";"aleksandrowski";"kujawsko-pomorskie";"2350";"2646";"1116";"1234";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1234";"0";"0";"1234";"37";"18";"19";"0";"1197";"107";"";"77";"183";"";"728";"";"95";"7";""
"040107";"gm. Raciążek";"aleksandrowski";"kujawsko-pomorskie";"2461";"2573";"1042";"1419";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1419";"0";"0";"1419";"23";"18";"5";"0";"1396";"252";"";"106";"125";"";"695";"";"177";"41";""
"040108";"gm. Waganiec";"aleksandrowski";"kujawsko-pomorskie";"3282";"3614";"1399";"1883";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1883";"0";"0";"1883";"30";"19";"11";"0";"1853";"208";"";"108";"185";"";"1131";"";"185";"36";""
"040109";"gm. Zakrzewo";"aleksandrowski";"kujawsko-pomorskie";"2597";"2822";"1212";"1385";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1385";"0";"0";"1385";"43";"31";"12";"0";"1342";"157";"";"71";"247";"";"693";"";"156";"18";""
"040201";"m. Brodnica";"brodnicki";"kujawsko-pomorskie";"19581";"21311";"6959";"12622";"16";"70";"1";"1";"0";"0";"0";"0";"1";"12623";"1";"0";"12623";"102";"73";"29";"0";"12521";"2566";"";"594";"3466";"";"4366";"";"1440";"89";""
"040202";"gm. Bobrowo";"brodnicki";"kujawsko-pomorskie";"4592";"5038";"1997";"2595";"1";"13";"1";"1";"0";"0";"0";"0";"1";"2596";"1";"0";"2596";"37";"21";"16";"0";"2559";"259";"";"122";"702";"";"1296";"";"160";"20";""
"040203";"gm. Brodnica";"brodnicki";"kujawsko-pomorskie";"5741";"6373";"2391";"3351";"1";"10";"0";"0";"0";"0";"0";"0";"0";"3351";"0";"0";"3351";"40";"27";"13";"0";"3311";"497";"";"163";"1047";"";"1287";"";"286";"31";""
"040204";"gm. Brzozie";"brodnicki";"kujawsko-pomorskie";"2629";"2924";"1027";"1602";"1";"13";"0";"0";"0";"0";"0";"0";"0";"1602";"0";"0";"1602";"32";"15";"17";"0";"1570";"96";"";"53";"378";"";"940";"";"94";"9";""
"040205";"gm. Górzno";"brodnicki";"kujawsko-pomorskie";"2840";"3139";"1175";"1665";"4";"7";"0";"0";"0";"0";"0";"0";"0";"1665";"0";"0";"1665";"38";"29";"9";"0";"1627";"109";"";"49";"534";"";"819";"";"97";"19";""
"040206";"gm. Bartniczka";"brodnicki";"kujawsko-pomorskie";"3239";"3620";"1354";"1885";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1885";"0";"0";"1885";"39";"32";"7";"0";"1846";"128";"";"71";"539";"";"1004";"";"92";"12";""
"040207";"gm. Jabłonowo Pomorskie";"brodnicki";"kujawsko-pomorskie";"6365";"7055";"2956";"3409";"3";"16";"1";"1";"0";"0";"0";"0";"1";"3407";"1";"0";"3407";"62";"43";"19";"0";"3345";"414";"";"258";"794";"";"1617";"";"234";"28";""
"040208";"gm. Osiek";"brodnicki";"kujawsko-pomorskie";"2831";"3123";"1313";"1518";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1518";"0";"0";"1518";"23";"18";"5";"0";"1495";"94";"";"55";"451";"";"763";"";"119";"13";""
"040209";"gm. Świedziebnia";"brodnicki";"kujawsko-pomorskie";"3686";"4076";"1608";"2078";"0";"8";"0";"0";"0";"0";"0";"0";"0";"2078";"0";"0";"2078";"37";"28";"9";"0";"2041";"81";"";"90";"819";"";"960";"";"83";"8";""
"040210";"gm. Zbiczno";"brodnicki";"kujawsko-pomorskie";"3490";"3878";"1378";"2112";"3";"27";"0";"0";"0";"0";"0";"0";"0";"2112";"0";"0";"2112";"40";"22";"18";"0";"2072";"263";"";"71";"705";"";"836";"";"183";"14";""
"040301";"gm. Białe Błota";"bydgoski";"kujawsko-pomorskie";"14422";"16119";"3288";"11134";"4";"58";"0";"0";"0";"0";"0";"0";"0";"11133";"0";"1";"11132";"105";"68";"37";"0";"11027";"4017";"";"905";"868";"";"3160";"";"1949";"128";""
"040302";"gm. Dąbrowa Chełmińska";"bydgoski";"kujawsko-pomorskie";"5751";"6367";"2296";"3455";"1";"16";"0";"0";"0";"0";"0";"0";"0";"3455";"0";"0";"3455";"53";"35";"18";"0";"3402";"887";"";"325";"336";"";"1347";"";"459";"48";""
"040303";"gm. Dobrcz";"bydgoski";"kujawsko-pomorskie";"8011";"8886";"2674";"5337";"6";"22";"0";"0";"0";"0";"0";"0";"0";"5337";"0";"0";"5337";"86";"67";"19";"0";"5251";"1517";"";"352";"669";"";"1912";"";"744";"57";""
"040304";"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";"17226";"18808";"6951";"10275";"6";"66";"1";"1";"1";"0";"0";"0";"0";"10271";"0";"0";"10271";"195";"156";"39";"0";"10076";"3348";"";"678";"772";"";"3922";"";"1250";"106";""
